# Once
#  POT  SCF 100  3.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
    0 196 197  Unique potential, I_mt, I_norman.    Following data in atomic units.
  iph            0
   i      r         vcoul        rho     ovrlp vcoul  ovrlp vtot  ovrlp rho
    1  1.5073E-04 -1.6575E+05  1.2761E+04 -1.6575E+05 -1.6577E+05  1.2731E+04
    2  1.5846E-04 -1.5766E+05  1.2735E+04 -1.5766E+05 -1.5768E+05  1.2703E+04
    3  1.6659E-04 -1.4996E+05  1.2708E+04 -1.4996E+05 -1.4999E+05  1.2684E+04
    4  1.7513E-04 -1.4264E+05  1.2682E+04 -1.4264E+05 -1.4267E+05  1.2656E+04
    5  1.8411E-04 -1.3568E+05  1.2655E+04 -1.3568E+05 -1.3570E+05  1.2636E+04
    6  1.9355E-04 -1.2906E+05  1.2627E+04 -1.2906E+05 -1.2908E+05  1.2607E+04
    7  2.0347E-04 -1.2276E+05  1.2600E+04 -1.2276E+05 -1.2278E+05  1.2585E+04
    8  2.1390E-04 -1.1677E+05  1.2572E+04 -1.1677E+05 -1.1679E+05  1.2556E+04
    9  2.2487E-04 -1.1107E+05  1.2544E+04 -1.1107E+05 -1.1109E+05  1.2532E+04
   10  2.3640E-04 -1.0564E+05  1.2516E+04 -1.0564E+05 -1.0567E+05  1.2503E+04
   11  2.4852E-04 -1.0049E+05  1.2488E+04 -1.0049E+05 -1.0051E+05  1.2478E+04
   12  2.6126E-04 -9.5580E+04  1.2459E+04 -9.5580E+04 -9.5603E+04  1.2448E+04
   13  2.7465E-04 -9.0913E+04  1.2429E+04 -9.0913E+04 -9.0936E+04  1.2422E+04
   14  2.8874E-04 -8.6474E+04  1.2400E+04 -8.6474E+04 -8.6497E+04  1.2391E+04
   15  3.0354E-04 -8.2251E+04  1.2370E+04 -8.2251E+04 -8.2274E+04  1.2364E+04
   16  3.1910E-04 -7.8234E+04  1.2340E+04 -7.8234E+04 -7.8257E+04  1.2333E+04
   17  3.3546E-04 -7.4413E+04  1.2309E+04 -7.4413E+04 -7.4436E+04  1.2304E+04
   18  3.5266E-04 -7.0779E+04  1.2278E+04 -7.0779E+04 -7.0802E+04  1.2272E+04
   19  3.7074E-04 -6.7321E+04  1.2246E+04 -6.7322E+04 -6.7344E+04  1.2242E+04
