1 s1/2 1s1/2 F0  421.06343 421.06343   1.00000
2 s1/2 1s1/2 F0  125.12295 125.12295   1.00000
2 s1/2 1s1/2 G0   31.97563  31.97563   1.00000
2 s1/2 2s1/2 F0   88.81019  88.81019   1.00000
2 p1/2 1s1/2 F0  140.01646 140.01646   1.00000
2 p1/2 1s1/2 G1   23.93891  23.93891   1.00000
2 p1/2 2s1/2 F0   93.86045  93.86045   1.00000
2 p1/2 2s1/2 G1   56.63916  56.63916   1.00000
2 p1/2 2p1/2 F0  101.68103 101.68103   1.00000
2 p3/2 1s1/2 F0  138.29346 138.29346   1.00000
2 p3/2 1s1/2 G1   22.71307  22.71307   1.00000
2 p3/2 2s1/2 F0   93.48723  93.48723   1.00000
2 p3/2 2s1/2 G1   56.76769  56.76769   1.00000
2 p3/2 2p1/2 F0  101.17036 101.17036   1.00000
2 p3/2 2p1/2 G2   47.66898  47.66898   1.00000
2 p3/2 2p3/2 F0  100.66995 100.66995   1.00000
2 p3/2 2p3/2 F2   47.53801  47.53801   1.00000
3 s1/2 1s1/2 F0   42.13143  42.13143   1.00000
3 s1/2 1s1/2 G0    4.17932   4.17932   1.00000
3 s1/2 2s1/2 F0   37.76555  37.76555   1.00000
3 s1/2 2s1/2 G0    9.88908   9.88908   1.00000
3 s1/2 2p1/2 F0   38.31105  38.31105   1.00000
3 s1/2 2p1/2 G1    5.79226   5.79226   1.00000
3 s1/2 2p3/2 F0   38.27017  38.27017   1.00000
3 s1/2 2p3/2 G1    5.81001   5.81001   1.00000
3 s1/2 3s1/2 F0   28.80803  28.80803   1.00000
3 p1/2 1s1/2 F0   40.99412  40.99412   1.00000
3 p1/2 1s1/2 G1    2.69031   2.69031   1.00000
3 p1/2 2s1/2 F0   36.46352  36.46352   1.00000
3 p1/2 2s1/2 G1    4.64654   4.64654   1.00000
3 p1/2 2p1/2 F0   37.15451  37.15451   1.00000
3 p1/2 2p1/2 G0    9.52235   9.52235   1.00000
3 p1/2 2p3/2 F0   37.10884  37.10884   1.00000
3 p1/2 2p3/2 G2    3.81930   3.81930   1.00000
3 p1/2 3s1/2 F0   28.02444  28.02444   1.00000
3 p1/2 3s1/2 G1   18.71140  18.71140   1.00000
3 p1/2 3p1/2 F0   27.30792  27.30792   1.00000
3 p3/2 1s1/2 F0   40.36898  40.36898   1.00000
3 p3/2 1s1/2 G1    2.50015   2.50015   1.00000
3 p3/2 2s1/2 F0   36.06635  36.06635   1.00000
3 p3/2 2s1/2 G1    4.52554   4.52554   1.00000
3 p3/2 2p1/2 F0   36.73233  36.73233   1.00000
3 p3/2 2p1/2 G2    3.72220   3.72220   1.00000
3 p3/2 2p3/2 F0   36.68851  36.68851   1.00000
3 p3/2 2p3/2 F2    7.06370   7.06370   1.00000
3 p3/2 2p3/2 G0    9.21655   9.21655   1.00000
3 p3/2 2p3/2 G2    3.71779   3.71779   1.00000
3 p3/2 3s1/2 F0   27.86441  27.86441   1.00000
3 p3/2 3s1/2 G1   18.61162  18.61162   1.00000
3 p3/2 3p1/2 F0   27.15719  27.15719   1.00000
3 p3/2 3p1/2 G2   13.66731  13.66731   1.00000
3 p3/2 3p3/2 F0   27.00934  27.00934   1.00000
3 p3/2 3p3/2 F2   13.60878  13.60878   1.00000
3 d3/2 1s1/2 F0   29.81257  32.15818   1.00000
3 d3/2 1s1/2 G2    0.03834   0.04090   1.00000
3 d3/2 2s1/2 F0   29.36339  31.65517   1.00000
3 d3/2 2s1/2 G2    3.31311   3.51995   1.00000
3 d3/2 2p1/2 F0   29.47109  31.77567   1.00000
3 d3/2 2p1/2 G1    3.61581   3.84114   1.00000
3 d3/2 2p3/2 F0   29.46333  31.76699   1.00000
3 d3/2 2p3/2 F2    4.98152   5.63477   1.00000
3 d3/2 2p3/2 G1    3.67692   3.90626   1.00000
