natx =      691
    x       y        z       iph  
      0.00000     -8.88980     -4.44490   1      9.93910
      4.44490      0.00000     -8.88980   1      9.93910
     -4.44490      0.00000     -8.88980   1      9.93910
      0.00000      4.44490     -8.88980   1      9.93910
      0.00000     -4.44490     -8.88980   1      9.93910
      8.88980      4.44490      2.22245   2     10.18455
     -8.88980      4.44490      2.22245   2     10.18455
      4.44490      8.88980      2.22245   2     10.18455
     -4.44490      8.88980      2.22245   2     10.18455
      8.88980     -4.44490      2.22245   2     10.18455
     -8.88980     -4.44490      2.22245   2     10.18455
      4.44490     -8.88980      2.22245   2     10.18455
     -4.44490     -8.88980      2.22245   2     10.18455
      8.88980      2.22245      4.44490   2     10.18455
     -8.88980      2.22245      4.44490   2     10.18455
      2.22245      8.88980      4.44490   2     10.18455
     -2.22245      8.88980      4.44490   2     10.18455
      8.88980     -2.22245      4.44490   2     10.18455
     -8.88980     -2.22245      4.44490   2     10.18455
      2.22245     -8.88980      4.44490   2     10.18455
     -2.22245     -8.88980      4.44490   2     10.18455
      4.44490      2.22245      8.88980   2     10.18455
     -4.44490      2.22245      8.88980   2     10.18455
      2.22245      4.44490      8.88980   2     10.18455
     -2.22245      4.44490      8.88980   2     10.18455
      4.44490     -2.22245      8.88980   2     10.18455
     -4.44490     -2.22245      8.88980   2     10.18455
      2.22245     -4.44490      8.88980   2     10.18455
     -2.22245     -4.44490      8.88980   2     10.18455
      8.88980      4.44490     -2.22245   2     10.18455
     -8.88980      4.44490     -2.22245   2     10.18455
      4.44490      8.88980     -2.22245   2     10.18455
     -4.44490      8.88980     -2.22245   2     10.18455
      8.88980     -4.44490     -2.22245   2     10.18455
     -8.88980     -4.44490     -2.22245   2     10.18455
      4.44490     -8.88980     -2.22245   2     10.18455
     -4.44490     -8.88980     -2.22245   2     10.18455
      8.88980      2.22245     -4.44490   2     10.18455
     -8.88980      2.22245     -4.44490   2     10.18455
      2.22245      8.88980     -4.44490   2     10.18455
     -2.22245      8.88980     -4.44490   2     10.18455
      8.88980     -2.22245     -4.44490   2     10.18455
     -8.88980     -2.22245     -4.44490   2     10.18455
      2.22245     -8.88980     -4.44490   2     10.18455
     -2.22245     -8.88980     -4.44490   2     10.18455
      4.44490      2.22245     -8.88980   2     10.18455
     -4.44490      2.22245     -8.88980   2     10.18455
      2.22245      4.44490     -8.88980   2     10.18455
     -2.22245      4.44490     -8.88980   2     10.18455
      4.44490     -2.22245     -8.88980   2     10.18455
     -4.44490     -2.22245     -8.88980   2     10.18455
      2.22245     -4.44490     -8.88980   2     10.18455
     -2.22245     -4.44490     -8.88980   2     10.18455
      6.66735      6.66735      4.44490   1     10.42421
     -6.66735      6.66735      4.44490   1     10.42421
      6.66735     -6.66735      4.44490   1     10.42421
     -6.66735     -6.66735      4.44490   1     10.42421
      6.66735      4.44490      6.66735   1     10.42421
     -6.66735      4.44490      6.66735   1     10.42421
      4.44490      6.66735      6.66735   1     10.42421
     -4.44490      6.66735      6.66735   1     10.42421
      6.66735     -4.44490      6.66735   1     10.42421
     -6.66735     -4.44490      6.66735   1     10.42421
      4.44490     -6.66735      6.66735   1     10.42421
     -4.44490     -6.66735      6.66735   1     10.42421
      6.66735      6.66735     -4.44490   1     10.42421
     -6.66735      6.66735     -4.44490   1     10.42421
      6.66735     -6.66735     -4.44490   1     10.42421
     -6.66735     -6.66735     -4.44490   1     10.42421
      6.66735      4.44490     -6.66735   1     10.42421
     -6.66735      4.44490     -6.66735   1     10.42421
      4.44490      6.66735     -6.66735   1     10.42421
     -4.44490      6.66735     -6.66735   1     10.42421
      6.66735     -4.44490     -6.66735   1     10.42421
     -6.66735     -4.44490     -6.66735   1     10.42421
      4.44490     -6.66735     -6.66735   1     10.42421
     -4.44490     -6.66735     -6.66735   1     10.42421
      8.88980      4.44490      4.44490   1     10.88774
     -8.88980      4.44490      4.44490   1     10.88774
      4.44490      8.88980      4.44490   1     10.88774
     -4.44490      8.88980      4.44490   1     10.88774
      8.88980     -4.44490      4.44490   1     10.88774
     -8.88980     -4.44490      4.44490   1     10.88774
      4.44490     -8.88980      4.44490   1     10.88774
     -4.44490     -8.88980      4.44490   1     10.88774
      4.44490      4.44490      8.88980   1     10.88774
     -4.44490      4.44490      8.88980   1     10.88774
      4.44490     -4.44490      8.88980   1     10.88774
     -4.44490     -4.44490      8.88980   1     10.88774
      8.88980      4.44490     -4.44490   1     10.88774
     -8.88980      4.44490     -4.44490   1     10.88774
      4.44490      8.88980     -4.44490   1     10.88774
     -4.44490      8.88980     -4.44490   1     10.88774
      8.88980     -4.44490     -4.44490   1     10.88774
     -8.88980     -4.44490     -4.44490   1     10.88774
      4.44490     -8.88980     -4.44490   1     10.88774
     -4.44490     -8.88980     -4.44490   1     10.88774
      4.44490      4.44490     -8.88980   1     10.88774
     -4.44490      4.44490     -8.88980   1     10.88774
      4.44490     -4.44490     -8.88980   1     10.88774
     -4.44490     -4.44490     -8.88980   1     10.88774
     11.11225      0.00000      0.00000   2     11.11225
    -11.11225      0.00000      0.00000   2     11.11225
      8.88980      6.66735      0.00000   2     11.11225
     -8.88980      6.66735      0.00000   2     11.11225
      6.66735      8.88980      0.00000   2     11.11225
     -6.66735      8.88980      0.00000   2     11.11225
      8.88980     -6.66735      0.00000   2     11.11225
     -8.88980     -6.66735      0.00000   2     11.11225
      6.66735     -8.88980      0.00000   2     11.11225
     -6.66735     -8.88980      0.00000   2     11.11225
      0.00000     11.11225      0.00000   2     11.11225
      0.00000    -11.11225      0.00000   2     11.11225
      8.88980      0.00000      6.66735   2     11.11225
     -8.88980      0.00000      6.66735   2     11.11225
      0.00000      8.88980      6.66735   2     11.11225
      0.00000     -8.88980      6.66735   2     11.11225
      6.66735      0.00000      8.88980   2     11.11225
     -6.66735      0.00000      8.88980   2     11.11225
      0.00000      6.66735      8.88980   2     11.11225
      0.00000     -6.66735      8.88980   2     11.11225
      8.88980      0.00000     -6.66735   2     11.11225
     -8.88980      0.00000     -6.66735   2     11.11225
      0.00000      8.88980     -6.66735   2     11.11225
      0.00000     -8.88980     -6.66735   2     11.11225
      6.66735      0.00000     -8.88980   2     11.11225
     -6.66735      0.00000     -8.88980   2     11.11225
      0.00000      6.66735     -8.88980   2     11.11225
      0.00000     -6.66735     -8.88980   2     11.11225
      0.00000      0.00000     11.11225   2     11.11225
      0.00000      0.00000    -11.11225   2     11.11225
     11.11225      2.22245      0.00000   1     11.33232
    -11.11225      2.22245      0.00000   1     11.33232
     11.11225     -2.22245      0.00000   1     11.33232
    -11.11225     -2.22245      0.00000   1     11.33232
      2.22245     11.11225      0.00000   1     11.33232
     -2.22245     11.11225      0.00000   1     11.33232
      2.22245    -11.11225      0.00000   1     11.33232
     -2.22245    -11.11225      0.00000   1     11.33232
     11.11225      0.00000      2.22245   1     11.33232
    -11.11225      0.00000      2.22245   1     11.33232
      8.88980      6.66735      2.22245   1     11.33232
     -8.88980      6.66735      2.22245   1     11.33232
      6.66735      8.88980      2.22245   1     11.33232
     -6.66735      8.88980      2.22245   1     11.33232
      8.88980     -6.66735      2.22245   1     11.33232
     -8.88980     -6.66735      2.22245   1     11.33232
      6.66735     -8.88980      2.22245   1     11.33232
     -6.66735     -8.88980      2.22245   1     11.33232
      0.00000     11.11225      2.22245   1     11.33232
      0.00000    -11.11225      2.22245   1     11.33232
      8.88980      2.22245      6.66735   1     11.33232
     -8.88980      2.22245      6.66735   1     11.33232
      2.22245      8.88980      6.66735   1     11.33232
     -2.22245      8.88980      6.66735   1     11.33232
      8.88980     -2.22245      6.66735   1     11.33232
     -8.88980     -2.22245      6.66735   1     11.33232
      2.22245     -8.88980      6.66735   1     11.33232
     -2.22245     -8.88980      6.66735   1     11.33232
      6.66735      2.22245      8.88980   1     11.33232
     -6.66735      2.22245      8.88980   1     11.33232
      2.22245      6.66735      8.88980   1     11.33232
     -2.22245      6.66735      8.88980   1     11.33232
      6.66735     -2.22245      8.88980   1     11.33232
     -6.66735     -2.22245      8.88980   1     11.33232
      2.22245     -6.66735      8.88980   1     11.33232
     -2.22245     -6.66735      8.88980   1     11.33232
     11.11225      0.00000     -2.22245   1     11.33232
    -11.11225      0.00000     -2.22245   1     11.33232
      8.88980      6.66735     -2.22245   1     11.33232
     -8.88980      6.66735     -2.22245   1     11.33232
      6.66735      8.88980     -2.22245   1     11.33232
     -6.66735      8.88980     -2.22245   1     11.33232
      8.88980     -6.66735     -2.22245   1     11.33232
     -8.88980     -6.66735     -2.22245   1     11.33232
      6.66735     -8.88980     -2.22245   1     11.33232
     -6.66735     -8.88980     -2.22245   1     11.33232
      0.00000     11.11225     -2.22245   1     11.33232
      0.00000    -11.11225     -2.22245   1     11.33232
      8.88980      2.22245     -6.66735   1     11.33232
     -8.88980      2.22245     -6.66735   1     11.33232
      2.22245      8.88980     -6.66735   1     11.33232
     -2.22245      8.88980     -6.66735   1     11.33232
      8.88980     -2.22245     -6.66735   1     11.33232
     -8.88980     -2.22245     -6.66735   1     11.33232
      2.22245     -8.88980     -6.66735   1     11.33232
     -2.22245     -8.88980     -6.66735   1     11.33232
      6.66735      2.22245     -8.88980   1     11.33232
