nat, nph =   705    2
    1   10    2
 iat     x       y        z       iph  
 -----------------------------------------------------------------------
   1      0.00000      0.00000      0.00000   0   1
   2      1.35275      1.35275      1.35275   2   1
   3     -1.35275      1.35275      1.35275   2   1
   4      1.35275     -1.35275      1.35275   2   1
   5     -1.35275     -1.35275      1.35275   2   1
   6      1.35275      1.35275     -1.35275   2   1
   7     -1.35275      1.35275     -1.35275   2   1
   8      1.35275     -1.35275     -1.35275   2   1
   9     -1.35275     -1.35275     -1.35275   2   1
  10      2.70550      2.70550      0.00000   1   1
  11     -2.70550      2.70550      0.00000   1   1
  12      2.70550     -2.70550      0.00000   1   1
  13     -2.70550     -2.70550      0.00000   1   1
  14      2.70550      0.00000      2.70550   1   1
  15     -2.70550      0.00000      2.70550   1   1
  16      0.00000      2.70550      2.70550   1   1
  17      0.00000     -2.70550      2.70550   1   1
  18      2.70550      0.00000     -2.70550   1   1
  19     -2.70550      0.00000     -2.70550   1   1
  20      0.00000      2.70550     -2.70550   1   1
  21      0.00000     -2.70550     -2.70550   1   1
  22      4.05825      1.35275      1.35275   2   1
  23     -4.05825      1.35275      1.35275   2   1
  24      1.35275      4.05825      1.35275   2   1
  25     -1.35275      4.05825      1.35275   2   1
  26      4.05825     -1.35275      1.35275   2   1
  27     -4.05825     -1.35275      1.35275   2   1
  28      1.35275     -4.05825      1.35275   2   1
  29     -1.35275     -4.05825      1.35275   2   1
  30      1.35275      1.35275      4.05825   2   1
  31     -1.35275      1.35275      4.05825   2   1
  32      1.35275     -1.35275      4.05825   2   1
  33     -1.35275     -1.35275      4.05825   2   1
  34      4.05825      1.35275     -1.35275   2   1
  35     -4.05825      1.35275     -1.35275   2   1
  36      1.35275      4.05825     -1.35275   2   1
  37     -1.35275      4.05825     -1.35275   2   1
  38      4.05825     -1.35275     -1.35275   2   1
  39     -4.05825     -1.35275     -1.35275   2   1
  40      1.35275     -4.05825     -1.35275   2   1
  41     -1.35275     -4.05825     -1.35275   2   1
  42      1.35275      1.35275     -4.05825   2   1
  43     -1.35275      1.35275     -4.05825   2   1
  44      1.35275     -1.35275     -4.05825   2   1
  45     -1.35275     -1.35275     -4.05825   2   1
  46      5.41100      0.00000      0.00000   1   1
  47     -5.41100      0.00000      0.00000   1   1
  48      0.00000      5.41100      0.00000   1   1
  49      0.00000     -5.41100      0.00000   1   1
  50      0.00000      0.00000      5.41100   1   1
  51      0.00000      0.00000     -5.41100   1   1
  52      4.05825      4.05825      1.35275   2   1
  53     -4.05825      4.05825      1.35275   2   1
  54      4.05825     -4.05825      1.35275   2   1
  55     -4.05825     -4.05825      1.35275   2   1
  56      4.05825      1.35275      4.05825   2   1
  57     -4.05825      1.35275      4.05825   2   1
  58      1.35275      4.05825      4.05825   2   1
  59     -1.35275      4.05825      4.05825   2   1
  60      4.05825     -1.35275      4.05825   2   1
  61     -4.05825     -1.35275      4.05825   2   1
  62      1.35275     -4.05825      4.05825   2   1
  63     -1.35275     -4.05825      4.05825   2   1
  64      4.05825      4.05825     -1.35275   2   1
  65     -4.05825      4.05825     -1.35275   2   1
  66      4.05825     -4.05825     -1.35275   2   1
  67     -4.05825     -4.05825     -1.35275   2   1
  68      4.05825      1.35275     -4.05825   2   1
  69     -4.05825      1.35275     -4.05825   2   1
  70      1.35275      4.05825     -4.05825   2   1
  71     -1.35275      4.05825     -4.05825   2   1
  72      4.05825     -1.35275     -4.05825   2   1
  73     -4.05825     -1.35275     -4.05825   2   1
  74      1.35275     -4.05825     -4.05825   2   1
  75     -1.35275     -4.05825     -4.05825   2   1
  76      5.41100      2.70550      2.70550   1   1
  77     -5.41100      2.70550      2.70550   1   1
  78      2.70550      5.41100      2.70550   1   1
  79     -2.70550      5.41100      2.70550   1   1
  80      5.41100     -2.70550      2.70550   1   1
  81     -5.41100     -2.70550      2.70550   1   1
  82      2.70550     -5.41100      2.70550   1   1
  83     -2.70550     -5.41100      2.70550   1   1
  84      2.70550      2.70550      5.41100   1   1
  85     -2.70550      2.70550      5.41100   1   1
  86      2.70550     -2.70550      5.41100   1   1
  87     -2.70550     -2.70550      5.41100   1   1
  88      5.41100      2.70550     -2.70550   1   1
  89     -5.41100      2.70550     -2.70550   1   1
  90      2.70550      5.41100     -2.70550   1   1
  91     -2.70550      5.41100     -2.70550   1   1
  92      5.41100     -2.70550     -2.70550   1   1
  93     -5.41100     -2.70550     -2.70550   1   1
  94      2.70550     -5.41100     -2.70550   1   1
  95     -2.70550     -5.41100     -2.70550   1   1
  96      2.70550      2.70550     -5.41100   1   1
  97     -2.70550      2.70550     -5.41100   1   1
  98      2.70550     -2.70550     -5.41100   1   1
  99     -2.70550     -2.70550     -5.41100   1   1
 100      6.76375      1.35275      1.35275   2   1
 101     -6.76375      1.35275      1.35275   2   1
 102      1.35275      6.76375      1.35275   2   1
 103     -1.35275      6.76375      1.35275   2   1
 104      6.76375     -1.35275      1.35275   2   1
 105     -6.76375     -1.35275      1.35275   2   1
 106      1.35275     -6.76375      1.35275   2   1
 107     -1.35275     -6.76375      1.35275   2   1
 108      4.05825      4.05825      4.05825   2   1
 109     -4.05825      4.05825      4.05825   2   1
 110      4.05825     -4.05825      4.05825   2   1
 111     -4.05825     -4.05825      4.05825   2   1
 112      1.35275      1.35275      6.76375   2   1
 113     -1.35275      1.35275      6.76375   2   1
 114      1.35275     -1.35275      6.76375   2   1
 115     -1.35275     -1.35275      6.76375   2   1
 116      6.76375      1.35275     -1.35275   2   1
 117     -6.76375      1.35275     -1.35275   2   1
 118      1.35275      6.76375     -1.35275   2   1
