  -200.0000  1.442825E-05           NaN           NaN           NaN
  -199.3311  1.433573E-05           NaN           NaN           NaN
  -198.6622  1.424665E-05           NaN           NaN           NaN
  -197.9933  1.416090E-05           NaN           NaN           NaN
  -197.3244  1.407843E-05           NaN           NaN           NaN
  -196.6555  1.399915E-05           NaN           NaN           NaN
  -195.9866  1.392300E-05           NaN           NaN           NaN
  -195.3177  1.384983E-05           NaN           NaN           NaN
  -194.6488  1.377969E-05           NaN           NaN           NaN
  -193.9799  1.371247E-05           NaN           NaN           NaN
  -193.3110  1.364809E-05           NaN           NaN           NaN
  -192.6421  1.358651E-05           NaN           NaN           NaN
  -191.9732  1.352767E-05           NaN           NaN           NaN
  -191.3043  1.347151E-05           NaN           NaN           NaN
  -190.6355  1.341798E-05           NaN           NaN           NaN
  -189.9666  1.336703E-05           NaN           NaN           NaN
  -189.2977  1.331863E-05           NaN           NaN           NaN
  -188.6288  1.327272E-05           NaN           NaN           NaN
  -187.9599  1.322926E-05           NaN           NaN           NaN
  -187.2910  1.318821E-05           NaN           NaN           NaN
  -186.6221  1.314951E-05           NaN           NaN           NaN
  -185.9532  1.311684E-05           NaN           NaN           NaN
  -185.2843  1.308280E-05           NaN           NaN           NaN
  -184.6154  1.305102E-05           NaN           NaN           NaN
  -183.9465  1.302148E-05           NaN           NaN           NaN
  -183.2776  1.299416E-05           NaN           NaN           NaN
  -182.6087  1.296899E-05           NaN           NaN           NaN
  -181.9398  1.294597E-05           NaN           NaN           NaN
  -181.2709  1.292507E-05           NaN           NaN           NaN
  -180.6020  1.290628E-05           NaN           NaN           NaN
  -179.9331  1.288954E-05           NaN           NaN           NaN
  -179.2642  1.287486E-05           NaN           NaN           NaN
  -178.5953  1.286221E-05           NaN           NaN           NaN
  -177.9264  1.285157E-05           NaN           NaN           NaN
  -177.2575  1.284292E-05           NaN           NaN           NaN
  -176.5886  1.283623E-05           NaN           NaN           NaN
  -175.9197  1.283153E-05           NaN           NaN           NaN
  -175.2508  1.282878E-05           NaN           NaN           NaN
  -174.5819  1.282797E-05           NaN           NaN           NaN
  -173.9130  1.282908E-05           NaN           NaN           NaN
  -173.2441  1.283212E-05           NaN           NaN           NaN
  -172.5753  1.283706E-05           NaN           NaN           NaN
  -171.9064  1.284389E-05           NaN           NaN           NaN
  -171.2375  1.285263E-05           NaN           NaN           NaN
  -170.5686  1.286370E-05  1.105390E-04  1.352939E-04  4.644487E-05
  -169.8997  1.287621E-05  1.081146E-04  1.381800E-04  4.674484E-05
  -169.2308  1.289060E-05  1.058001E-04  1.411723E-04  4.704828E-05
  -168.5619  1.290687E-05  1.035896E-04  1.442755E-04  4.735564E-05
  -167.8930  1.292502E-05  1.014776E-04  1.474957E-04  4.766632E-05
  -167.2241  1.294504E-05  9.945892E-05  1.508390E-04  4.798042E-05
  -166.5552  1.296695E-05  9.752875E-05  1.543117E-04  4.829807E-05
