natx =      705
    x       y        z       iph  
      4.05825     -4.05825     -9.46925   2     11.07274
     -4.05825     -4.05825     -9.46925   2     11.07274
      8.11650      8.11650      0.00000   1     11.47846
     -8.11650      8.11650      0.00000   1     11.47846
      8.11650     -8.11650      0.00000   1     11.47846
     -8.11650     -8.11650      0.00000   1     11.47846
     10.82200      2.70550      2.70550   1     11.47846
    -10.82200      2.70550      2.70550   1     11.47846
     10.82200     -2.70550      2.70550   1     11.47846
    -10.82200     -2.70550      2.70550   1     11.47846
      2.70550     10.82200      2.70550   1     11.47846
     -2.70550     10.82200      2.70550   1     11.47846
      2.70550    -10.82200      2.70550   1     11.47846
     -2.70550    -10.82200      2.70550   1     11.47846
      8.11650      0.00000      8.11650   1     11.47846
     -8.11650      0.00000      8.11650   1     11.47846
      0.00000      8.11650      8.11650   1     11.47846
      0.00000     -8.11650      8.11650   1     11.47846
     10.82200      2.70550     -2.70550   1     11.47846
    -10.82200      2.70550     -2.70550   1     11.47846
     10.82200     -2.70550     -2.70550   1     11.47846
    -10.82200     -2.70550     -2.70550   1     11.47846
      2.70550     10.82200     -2.70550   1     11.47846
     -2.70550     10.82200     -2.70550   1     11.47846
      2.70550    -10.82200     -2.70550   1     11.47846
     -2.70550    -10.82200     -2.70550   1     11.47846
      8.11650      0.00000     -8.11650   1     11.47846
     -8.11650      0.00000     -8.11650   1     11.47846
      0.00000      8.11650     -8.11650   1     11.47846
      0.00000     -8.11650     -8.11650   1     11.47846
      2.70550      2.70550     10.82200   1     11.47846
     -2.70550      2.70550     10.82200   1     11.47846
      2.70550     -2.70550     10.82200   1     11.47846
     -2.70550     -2.70550     10.82200   1     11.47846
      2.70550      2.70550    -10.82200   1     11.47846
     -2.70550      2.70550    -10.82200   1     11.47846
      2.70550     -2.70550    -10.82200   1     11.47846
     -2.70550     -2.70550    -10.82200   1     11.47846
      9.46925      6.76375      1.35275   2     11.71516
     -9.46925      6.76375      1.35275   2     11.71516
      6.76375      9.46925      1.35275   2     11.71516
     -6.76375      9.46925      1.35275   2     11.71516
      9.46925     -6.76375      1.35275   2     11.71516
     -9.46925     -6.76375      1.35275   2     11.71516
      6.76375     -9.46925      1.35275   2     11.71516
     -6.76375     -9.46925      1.35275   2     11.71516
      9.46925      1.35275      6.76375   2     11.71516
     -9.46925      1.35275      6.76375   2     11.71516
      6.76375      6.76375      6.76375   2     11.71516
     -6.76375      6.76375      6.76375   2     11.71516
      1.35275      9.46925      6.76375   2     11.71516
     -1.35275      9.46925      6.76375   2     11.71516
      9.46925     -1.35275      6.76375   2     11.71516
     -9.46925     -1.35275      6.76375   2     11.71516
      6.76375     -6.76375      6.76375   2     11.71516
     -6.76375     -6.76375      6.76375   2     11.71516
      1.35275     -9.46925      6.76375   2     11.71516
     -1.35275     -9.46925      6.76375   2     11.71516
      6.76375      1.35275      9.46925   2     11.71516
     -6.76375      1.35275      9.46925   2     11.71516
      1.35275      6.76375      9.46925   2     11.71516
     -1.35275      6.76375      9.46925   2     11.71516
      6.76375     -1.35275      9.46925   2     11.71516
     -6.76375     -1.35275      9.46925   2     11.71516
      1.35275     -6.76375      9.46925   2     11.71516
     -1.35275     -6.76375      9.46925   2     11.71516
      9.46925      6.76375     -1.35275   2     11.71516
     -9.46925      6.76375     -1.35275   2     11.71516
      6.76375      9.46925     -1.35275   2     11.71516
     -6.76375      9.46925     -1.35275   2     11.71516
      9.46925     -6.76375     -1.35275   2     11.71516
     -9.46925     -6.76375     -1.35275   2     11.71516
      6.76375     -9.46925     -1.35275   2     11.71516
     -6.76375     -9.46925     -1.35275   2     11.71516
      9.46925      1.35275     -6.76375   2     11.71516
     -9.46925      1.35275     -6.76375   2     11.71516
      6.76375      6.76375     -6.76375   2     11.71516
     -6.76375      6.76375     -6.76375   2     11.71516
      1.35275      9.46925     -6.76375   2     11.71516
     -1.35275      9.46925     -6.76375   2     11.71516
      9.46925     -1.35275     -6.76375   2     11.71516
     -9.46925     -1.35275     -6.76375   2     11.71516
      6.76375     -6.76375     -6.76375   2     11.71516
     -6.76375     -6.76375     -6.76375   2     11.71516
      1.35275     -9.46925     -6.76375   2     11.71516
     -1.35275     -9.46925     -6.76375   2     11.71516
      6.76375      1.35275     -9.46925   2     11.71516
     -6.76375      1.35275     -9.46925   2     11.71516
      1.35275      6.76375     -9.46925   2     11.71516
     -1.35275      6.76375     -9.46925   2     11.71516
      6.76375     -1.35275     -9.46925   2     11.71516
     -6.76375     -1.35275     -9.46925   2     11.71516
      1.35275     -6.76375     -9.46925   2     11.71516
     -1.35275     -6.76375     -9.46925   2     11.71516
     10.82200      5.41100      0.00000   1     12.09936
    -10.82200      5.41100      0.00000   1     12.09936
     10.82200     -5.41100      0.00000   1     12.09936
    -10.82200     -5.41100      0.00000   1     12.09936
      5.41100     10.82200      0.00000   1     12.09936
     -5.41100     10.82200      0.00000   1     12.09936
      5.41100    -10.82200      0.00000   1     12.09936
     -5.41100    -10.82200      0.00000   1     12.09936
     10.82200      0.00000      5.41100   1     12.09936
    -10.82200      0.00000      5.41100   1     12.09936
      0.00000     10.82200      5.41100   1     12.09936
      0.00000    -10.82200      5.41100   1     12.09936
     10.82200      0.00000     -5.41100   1     12.09936
    -10.82200      0.00000     -5.41100   1     12.09936
      0.00000     10.82200     -5.41100   1     12.09936
      0.00000    -10.82200     -5.41100   1     12.09936
      5.41100      0.00000     10.82200   1     12.09936
     -5.41100      0.00000     10.82200   1     12.09936
      0.00000      5.41100     10.82200   1     12.09936
      0.00000     -5.41100     10.82200   1     12.09936
      5.41100      0.00000    -10.82200   1     12.09936
     -5.41100      0.00000    -10.82200   1     12.09936
      0.00000      5.41100    -10.82200   1     12.09936
      0.00000     -5.41100    -10.82200   1     12.09936
     12.17475      1.35275      1.35275   2     12.32414
    -12.17475      1.35275      1.35275   2     12.32414
     12.17475     -1.35275      1.35275   2     12.32414
    -12.17475     -1.35275      1.35275   2     12.32414
      1.35275     12.17475      1.35275   2     12.32414
     -1.35275     12.17475      1.35275   2     12.32414
      1.35275    -12.17475      1.35275   2     12.32414
     -1.35275    -12.17475      1.35275   2     12.32414
      9.46925      6.76375      4.05825   2     12.32414
