# # Cu                                                           FEFF 9.05   
# # POT  SCF  30  4.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=29 Rmt= 1.437 Rnm= 1.489 K  shell
# # Pot 1 Z=29 Rmt= 1.344 Rnm= 1.381
# # Gam_ch=1.729E+00 H-L exch
# # Mu=-7.991E+00 kf=1.994E+00 Vint=-1.742E+01 Rs_int= 1.819
# # PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp= 450.00  Debye_temp= 315.00  Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.01089    100.00     12.00     2   2.5323
#           2       0.01471     22.99      6.00     2   3.5812
#           3       0.01072     10.61     48.00     3   3.7984
#           4       0.01318      7.52     48.00     3   4.3229
#           5       0.01418     55.07     24.00     2   4.3860
#           6       0.01330     11.25     48.00     3   4.7253
#           7       0.01346     17.45     96.00     3   4.7253
#           8       0.01607     18.67     12.00     2   5.0645
#           9       0.01392      8.74     12.00     3   5.0646
#          10       0.01607     39.86     24.00     3   5.0645
#          11       0.01392      9.74     12.00     4   5.0646
#          12       0.04356      4.05     12.00     4   5.0646
#          14       0.01607     31.90     12.00     4   5.0645
#          16       0.01966     27.24     24.00     2   5.6623
#          17       0.01499      8.94     48.00     3   5.8879
#          18       0.01926      5.83     48.00     3   5.8879
#          19       0.01897      6.34     48.00     3   5.8879
#          20       0.01562      4.31     96.00     3   5.9914
#          21       0.01500      4.97     96.00     3   5.9914
#          22       0.01500      4.66     96.00     4   5.9914
#          23       0.01562      4.81     96.00     4   5.9914
#          25       0.02071      6.95      8.00     2   6.2028
#          26       0.01872      5.01     96.00     3   6.2903
#    23/  24 paths used
#  xsedge+50, used to normalize mu           2.4644E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    9244.709    248.192   8.200  9.46774E-01  9.69127E-01 -2.29310E-02
    9247.843    251.326   8.250  9.41172E-01  9.67998E-01 -2.75591E-02
    9250.995    254.479   8.300  9.38373E-01  9.66868E-01 -2.93164E-02
    9254.167    257.650   8.350  9.38089E-01  9.65739E-01 -2.84869E-02
    9257.358    260.841   8.400  9.39744E-01  9.64609E-01 -2.56551E-02
    9260.568    264.051   8.450  9.42628E-01  9.63479E-01 -2.15454E-02
    9263.797    267.280   8.500  9.46054E-01  9.62350E-01 -1.68629E-02
    9267.045    270.528   8.550  9.49616E-01  9.61424E-01 -1.22332E-02
    9270.312    273.795   8.600  9.52882E-01  9.60497E-01 -7.89901E-03
    9273.598    277.081   8.650  9.55721E-01  9.59571E-01 -3.99886E-03
    9276.903    280.386   8.700  9.58159E-01  9.58645E-01 -5.05099E-04
    9280.227    283.711   8.750  9.60306E-01  9.57719E-01  2.69399E-03
    9283.571    287.054   8.800  9.62265E-01  9.56792E-01  5.70401E-03
    9286.933    290.416   8.850  9.64062E-01  9.55866E-01  8.55308E-03
    9290.314    293.798   8.900  9.65619E-01  9.54940E-01  1.11582E-02
    9293.715    297.198   8.950  9.66762E-01  9.54014E-01  1.33365E-02
    9297.134    300.618   9.000  9.67270E-01  9.53087E-01  1.48546E-02
    9300.573    304.056   9.050  9.67253E-01  9.52322E-01  1.56532E-02
    9304.030    307.514   9.100  9.66281E-01  9.51557E-01  1.54516E-02
    9307.507    310.990   9.150  9.64319E-01  9.50791E-01  1.42097E-02
    9311.003    314.486   9.200  9.61473E-01  9.50026E-01  1.20363E-02
    9314.517    318.001   9.250  9.57976E-01  9.49261E-01  9.17316E-03
    9318.051    321.534   9.300  9.54140E-01  9.48495E-01  5.94633E-03
    9321.604    325.087   9.350  9.50290E-01  9.47730E-01  2.69903E-03
    9325.176    328.659   9.400  9.46706E-01  9.46965E-01 -2.73623E-04
    9328.767    332.250   9.450  9.43576E-01  9.46199E-01 -2.77145E-03
    9332.377    335.860   9.500  9.40983E-01  9.45434E-01 -4.70732E-03
    9336.006    339.489   9.550  9.38771E-01  9.44591E-01 -6.16173E-03
    9339.654    343.137   9.600  9.37009E-01  9.43748E-01 -7.14153E-03
    9343.321    346.804   9.650  9.35595E-01  9.42905E-01 -7.75332E-03
    9347.007    350.490   9.700  9.34434E-01  9.42062E-01 -8.09898E-03
    9350.712    354.195   9.750  9.33464E-01  9.41219E-01 -8.24123E-03
    9354.436    357.920   9.800  9.32679E-01  9.40376E-01 -8.18814E-03
    9358.180    361.663   9.850  9.32114E-01  9.39534E-01 -7.89930E-03
    9361.942    365.425   9.900  9.31832E-01  9.38691E-01 -7.30967E-03
    9365.723    369.207   9.950  9.31883E-01  9.37848E-01 -6.36228E-03
    9369.524    373.007  10.000  9.32286E-01  9.37005E-01 -5.03897E-03
    9373.343    376.827  10.050  9.32713E-01  9.35942E-01 -3.45164E-03
    9377.182    380.665  10.100  9.33406E-01  9.34880E-01 -1.57679E-03
    9381.040    384.523  10.150  9.34251E-01  9.33817E-01  4.64481E-04
    9384.916    388.400  10.200  9.35096E-01  9.32755E-01  2.51036E-03
    9388.812    392.295  10.250  9.35772E-01  9.31693E-01  4.37974E-03
    9392.727    396.210  10.300  9.36118E-01  9.30630E-01  5.89849E-03
    9396.660    400.144  10.350  9.36004E-01  9.29568E-01  6.92565E-03
    9400.613    404.097  10.400  9.35352E-01  9.28505E-01  7.37464E-03
    9404.585    408.069  10.450  9.34144E-01  9.27443E-01  7.22612E-03
    9408.576    412.060  10.500  9.32430E-01  9.26380E-01  6.53043E-03
    9412.586    416.070  10.550  9.30314E-01  9.25318E-01  5.39948E-03
    9416.615    420.099  10.600  9.27943E-01  9.24255E-01  3.98946E-03
    9420.663    424.147  10.650  9.25480E-01  9.23193E-01  2.47715E-03
    9424.731    428.214  10.700  9.23084E-01  9.22131E-01  1.03357E-03
    9428.817    432.300  10.750  9.20883E-01  9.21068E-01 -2.00808E-04
    9432.922    436.405  10.800  9.18961E-01  9.20006E-01 -1.13517E-03
    9437.046    440.530  10.850  9.17345E-01  9.18943E-01 -1.73837E-03
    9441.190    444.673  10.900  9.16010E-01  9.17881E-01 -2.03783E-03
    9445.352    448.835  10.950  9.14885E-01  9.16818E-01 -2.10747E-03
    9449.534    453.017  11.000  9.13881E-01  9.15756E-01 -2.04680E-03
    9453.734    457.217  11.050  9.12912E-01  9.14745E-01 -2.00274E-03
    9457.954    461.437  11.100  9.11915E-01  9.13734E-01 -1.99023E-03
    9462.192    465.676  11.150  9.10845E-01  9.12723E-01 -2.05696E-03
    9466.450    469.933  11.200  9.09697E-01  9.11713E-01 -2.20953E-03
    9470.727    474.210  11.250  9.08504E-01  9.10702E-01 -2.41124E-03
    9475.022    478.506  11.300  9.07332E-01  9.09691E-01 -2.59057E-03
    9479.337    482.820  11.350  9.06262E-01  9.08680E-01 -2.65866E-03
    9483.671    487.154  11.400  9.05369E-01  9.07669E-01 -2.53196E-03
    9488.024    491.507  11.450  9.04703E-01  9.06659E-01 -2.15480E-03
    9492.396    495.879  11.500  9.04273E-01  9.05648E-01 -1.51634E-03
    9496.787    500.270  11.550  9.04041E-01  9.04637E-01 -6.57810E-04
    9501.197    504.680  11.600  9.03927E-01  9.03626E-01  3.31983E-04
    9505.626    509.109  11.650  9.03820E-01  9.02615E-01  1.33206E-03
    9510.074    513.558  11.700  9.03603E-01  9.01605E-01  2.21213E-03
    9514.541    518.025  11.750  9.03172E-01  9.00594E-01  2.85771E-03
    9519.028    522.511  11.800  9.02460E-01  8.99583E-01  3.19183E-03
    9523.533    527.016  11.850  9.01443E-01  8.98572E-01  3.18860E-03
    9528.057    531.541  11.900  9.00148E-01  8.97561E-01  2.87582E-03
    9532.601    536.084  11.950  8.98641E-01  8.96551E-01  2.32655E-03
    9537.163    540.647  12.000  8.97014E-01  8.95540E-01  1.64212E-03
    9541.745    545.228  12.050  8.95273E-01  8.94414E-01  9.57976E-04
    9546.345    549.829  12.100  8.93549E-01  8.93288E-01  2.91872E-04
    9550.965    554.448  12.150  8.91909E-01  8.92162E-01 -2.82606E-04
    9555.604    559.087  12.200  8.90394E-01  8.91036E-01 -7.17942E-04
    9560.261    563.745  12.250  8.89020E-01  8.89909E-01 -9.96805E-04
    9564.938    568.421  12.300  8.87777E-01  8.88783E-01 -1.12985E-03
    9569.634    573.117  12.350  8.86635E-01  8.87657E-01 -1.14836E-03
    9574.349    577.832  12.400  8.85559E-01  8.86531E-01 -1.09392E-03
    9579.083    582.566  12.450  8.84511E-01  8.85405E-01 -1.00758E-03
    9583.835    587.319  12.500  8.83463E-01  8.84279E-01 -9.21078E-04
    9588.607    592.091  12.550  8.82399E-01  8.83153E-01 -8.51494E-04
    9593.399    596.882  12.600  8.81319E-01  8.82027E-01 -8.00318E-04
    9598.209    601.692  12.650  8.80233E-01  8.80901E-01 -7.56392E-04
    9603.038    606.521  12.700  8.79156E-01  8.79775E-01 -7.01621E-04
    9607.886    611.369  12.750  8.78104E-01  8.78649E-01 -6.17773E-04
    9612.753    616.237  12.800  8.77089E-01  8.77523E-01 -4.92612E-04
    9617.640    621.123  12.850  8.76112E-01  8.76397E-01 -3.23950E-04
    9622.545    626.028  12.900  8.75164E-01  8.75270E-01 -1.20822E-04
    9627.469    630.953  12.950  8.74230E-01  8.74144E-01  9.82654E-05
    9632.413    635.896  13.000  8.73289E-01  8.73018E-01  3.09376E-04
    9637.375    640.859  13.050  8.72245E-01  8.71801E-01  5.07709E-04
    9642.357    645.840  13.100  8.71167E-01  8.70584E-01  6.67656E-04
    9647.357    650.841  13.150  8.70041E-01  8.69367E-01  7.72186E-04
    9652.377    655.860  13.200  8.68857E-01  8.68150E-01  8.11913E-04
    9657.416    660.899  13.250  8.67617E-01  8.66933E-01  7.86337E-04
    9662.474    665.957  13.300  8.66327E-01  8.65716E-01  7.03340E-04
    9667.550    671.034  13.350  8.65000E-01  8.64499E-01  5.77153E-04
    9672.646    676.130  13.400  8.63651E-01  8.63283E-01  4.25358E-04
    9677.761    681.244  13.450  8.62295E-01  8.62066E-01  2.65624E-04
    9682.895    686.378  13.500  8.60946E-01  8.60849E-01  1.12919E-04
    9688.048    691.531  13.550  8.59612E-01  8.59632E-01 -2.22781E-05
    9693.220    696.703  13.600  8.58299E-01  8.58415E-01 -1.34493E-04
    9698.411    701.895  13.650  8.57006E-01  8.57198E-01 -2.22597E-04
    9703.621    707.105  13.700  8.55733E-01  8.55981E-01 -2.88334E-04
    9708.851    712.334  13.750  8.54477E-01  8.54764E-01 -3.34556E-04
    9714.099    717.582  13.800  8.53235E-01  8.53547E-01 -3.63722E-04
    9719.366    722.849  13.850  8.52007E-01  8.52330E-01 -3.77051E-04
    9724.653    728.136  13.900  8.50793E-01  8.51113E-01 -3.74485E-04
    9729.958    733.441  13.950  8.49593E-01  8.49896E-01 -3.55358E-04
    9735.282    738.766  14.000  8.48407E-01  8.48679E-01 -3.19437E-04
    9740.626    744.109  14.050  8.47266E-01  8.47503E-01 -2.78366E-04
    9745.988    749.472  14.100  8.46139E-01  8.46327E-01 -2.21454E-04
    9751.370    754.853  14.150  8.45022E-01  8.45151E-01 -1.51593E-04
    9756.771    760.254  14.200  8.43912E-01  8.43974E-01 -7.35768E-05
    9762.190    765.674  14.250  8.42804E-01  8.42798E-01  6.44026E-06
    9767.629    771.112  14.300  8.41691E-01  8.41622E-01  8.18445E-05
