# E  matsub. sommerf. anomal. tale, total, differ.
 -1.8690E+01  0.0000E+00  0.0000E+00  1.0097E+01  4.6396E+00  4.6396E+00 -5.4576E+00
 -1.7122E+01  0.0000E+00  0.0000E+00  1.0603E+01  4.9442E+00  4.9442E+00 -5.6591E+00
 -1.5703E+01  0.0000E+00  0.0000E+00  1.1159E+01  5.2935E+00  5.2935E+00 -5.8651E+00
 -1.4433E+01  0.0000E+00  0.0000E+00  1.1771E+01  5.6966E+00  5.6966E+00 -6.0747E+00
 -1.3313E+01  0.0000E+00  0.0000E+00  1.2450E+01  6.1634E+00  6.1634E+00 -6.2865E+00
 -1.2342E+01  0.0000E+00  0.0000E+00  1.3199E+01  6.7013E+00  6.7013E+00 -6.4980E+00
 -1.1521E+01  0.0000E+00  0.0000E+00  1.4009E+01  7.3039E+00  7.3039E+00 -6.7048E+00
 -1.0849E+01  0.0000E+00  0.0000E+00  1.4820E+01  7.9211E+00  7.9211E+00 -6.8991E+00
 -1.0326E+01  0.0000E+00  0.0000E+00  1.5490E+01  8.4214E+00  8.4214E+00 -7.0686E+00
 -1.0170E+01  0.0000E+00  0.0000E+00  1.5666E+01  8.5436E+00  8.5436E+00 -7.1220E+00
 -9.6540E+00  0.0000E+00  0.0000E+00  1.5967E+01  8.6637E+00  8.6637E+00 -7.3028E+00
 -9.1378E+00  0.0000E+00  0.0000E+00  1.5666E+01  8.1919E+00  8.1919E+00 -7.4737E+00
 -8.6216E+00  0.0000E+00  0.0000E+00  1.5032E+01  7.4152E+00  7.4152E+00 -7.6165E+00
 -8.1055E+00  0.0000E+00  0.0000E+00  1.4377E+01  6.6506E+00  6.6506E+00 -7.7262E+00
 -7.5893E+00  0.0000E+00  0.0000E+00  1.3796E+01  5.9899E+00  5.9899E+00 -7.8060E+00
 -7.0731E+00  0.0000E+00  0.0000E+00  1.3295E+01  5.4345E+00  5.4345E+00 -7.8601E+00
 -6.5569E+00  0.0000E+00  0.0000E+00  1.2861E+01  4.9678E+00  4.9678E+00 -7.8931E+00
 -6.4990E+00  0.0000E+00  0.0000E+00  1.2816E+01  4.9202E+00  4.9202E+00 -7.8956E+00
 -5.9949E+00  0.0000E+00  0.0000E+00  1.2450E+01  4.5408E+00  4.5408E+00 -7.9091E+00
 -5.4535E+00  0.0000E+00  0.0000E+00  1.2102E+01  4.1933E+00  4.1933E+00 -7.9086E+00
 -4.8748E+00  0.0000E+00  0.0000E+00  1.1771E+01  3.8772E+00  3.8772E+00 -7.8941E+00
 -4.2587E+00  0.0000E+00  0.0000E+00  1.1457E+01  3.5913E+00  3.5913E+00 -7.8659E+00
 -3.6053E+00  0.0000E+00  0.0000E+00  1.1159E+01  3.3339E+00  3.3339E+00 -7.8247E+00
 -2.9145E+00  0.0000E+00  0.0000E+00  1.0874E+01  3.1028E+00  3.1028E+00 -7.7715E+00
 -2.1864E+00  0.0000E+00  0.0000E+00  1.0603E+01  2.8960E+00  2.8960E+00 -7.7073E+00
 -1.4210E+00  0.0000E+00  0.0000E+00  1.0345E+01  2.7113E+00  2.7113E+00 -7.6333E+00
 -6.1825E-01  0.0000E+00  0.0000E+00  1.0097E+01  2.5464E+00  2.5464E+00 -7.5507E+00
  2.2186E-01  0.0000E+00  0.0000E+00  9.8602E+00  2.3994E+00  2.3994E+00 -7.4608E+00
  1.0993E+00  0.0000E+00  0.0000E+00  9.6329E+00  2.2682E+00  2.2682E+00 -7.3647E+00
  2.0141E+00  0.0000E+00  0.0000E+00  9.4145E+00  2.1511E+00  2.1511E+00 -7.2634E+00
  2.9662E+00  0.0000E+00  0.0000E+00  9.2044E+00  2.0464E+00  2.0464E+00 -7.1580E+00
  3.9556E+00  0.0000E+00  0.0000E+00  9.0020E+00  1.9527E+00  1.9527E+00 -7.0493E+00
  4.9824E+00  0.0000E+00  0.0000E+00  8.8069E+00  1.8685E+00  1.8685E+00 -6.9384E+00
  6.0466E+00  0.0000E+00  0.0000E+00  8.6184E+00  1.7926E+00  1.7926E+00 -6.8258E+00
  7.1480E+00  0.0000E+00  0.0000E+00  8.4363E+00  1.7240E+00  1.7240E+00 -6.7122E+00
  8.2868E+00  0.0000E+00  0.0000E+00  8.2600E+00  1.6616E+00  1.6616E+00 -6.5983E+00
  9.4630E+00  0.0000E+00  0.0000E+00  8.0892E+00  1.6046E+00  1.6046E+00 -6.4846E+00
  1.0676E+01  0.0000E+00  0.0000E+00  7.9236E+00  1.5523E+00  1.5523E+00 -6.3714E+00
  1.1927E+01  0.0000E+00  0.0000E+00  7.7630E+00  1.5039E+00  1.5039E+00 -6.2591E+00
  1.3215E+01  0.0000E+00  0.0000E+00  7.6069E+00  1.4589E+00  1.4589E+00 -6.1480E+00
  1.4541E+01  0.0000E+00  0.0000E+00  7.4552E+00  1.4168E+00  1.4168E+00 -6.0384E+00
  1.5904E+01  0.0000E+00  0.0000E+00  7.3077E+00  1.3771E+00  1.3771E+00 -5.9305E+00
  1.7304E+01  0.0000E+00  0.0000E+00  7.1640E+00  1.3394E+00  1.3394E+00 -5.8246E+00
  1.8741E+01  0.0000E+00  0.0000E+00  7.0241E+00  1.3033E+00  1.3033E+00 -5.7207E+00
  2.0216E+01  0.0000E+00  0.0000E+00  6.8876E+00  1.2686E+00  1.2686E+00 -5.6190E+00
  2.1728E+01  0.0000E+00  0.0000E+00  6.7546E+00  1.2349E+00  1.2349E+00 -5.5196E+00
  2.3278E+01  0.0000E+00  0.0000E+00  6.6247E+00  1.2021E+00  1.2021E+00 -5.4226E+00
  2.4865E+01  0.0000E+00  0.0000E+00  6.4979E+00  1.1699E+00  1.1699E+00 -5.3280E+00
  2.6489E+01  0.0000E+00  0.0000E+00  6.3739E+00  1.1380E+00  1.1380E+00 -5.2359E+00
  2.8151E+01  0.0000E+00  0.0000E+00  6.2528E+00  1.1064E+00  1.1064E+00 -5.1464E+00
  2.9849E+01  0.0000E+00  0.0000E+00  6.1343E+00  1.0749E+00  1.0749E+00 -5.0593E+00
  3.1586E+01  0.0000E+00  0.0000E+00  6.0183E+00  1.0435E+00  1.0435E+00 -4.9748E+00
  3.3359E+01  0.0000E+00  0.0000E+00  5.9048E+00  1.0120E+00  1.0120E+00 -4.8928E+00
