 # Compton profile, J(pq)
 # ns:            32
 # nphi:          32
 # nz:            32
 # nzp:          120
 # zpmax:   10.0000000000000     
 # temperature (eV):  0.0000000E+00
 #----------------------------
 # pq               J
  0.000000000000000E+000   2.74476734850343     
  5.005004815757275E-003   2.74473136578831     
  1.001000963151455E-002   2.74462341659279     
  1.501501444727182E-002   2.74444349732928     
  2.002001926302910E-002   2.74419160222468     
  2.502502501010895E-002   2.74386772316588     
  3.003002889454365E-002   2.74347185011871     
  3.503503277897835E-002   2.74300397065285     
  4.004003852605820E-002   2.74246407024492     
  4.504504427313805E-002   2.74185213288582     
  5.005005002021790E-002   2.74116814069551     
  5.505505204200745E-002   2.74041207483538     
  6.006005778908730E-002   2.73958391338783     
  6.506506353616714E-002   2.73868363493267     
  7.007006555795670E-002   2.73771121731966     
  7.507507503032684E-002   2.73666663468810     
  8.008007705211639E-002   2.73554986608303     
  8.508507907390594E-002   2.73436088575302     
  9.009008854627609E-002   2.73309966761542     
  9.509509056806564E-002   2.73176619167444     
  0.100100100040436        2.73036043092560     
  0.105105102062225        2.72888236756572     
  0.110110104084015        2.72733197895845     
  0.115115113556385        2.72570924378421     
  0.120120115578175        2.72401415014128     
  0.125125125050545        2.72224667874940     
  0.130130127072334        2.72040682352853     
  0.135135129094124        2.71849457385440     
  0.140140131115913        2.71650992538815     
  0.145145133137703        2.71445287792119     
  0.150150150060654        2.71232342935795     
  0.155155152082443        2.71012160172900     
  0.160160154104233        2.70784740359625     
  0.165165156126022        2.70550085564779     
  0.170170158147812        2.70308198492132     
  0.175175175070763        2.70059081774002     
  0.180180177092552        2.69802741005861     
  0.185185179114342        2.69539180342835     
  0.190190181136131        2.69268405491735     
  0.195195183157921        2.68990423027034     
  0.200200200080872        2.68705239578001     
  0.205205202102661        2.68412865293234     
  0.210210204124451        2.68113308792929     
  0.215215206146240        2.67806580590146     
  0.220220208168030        2.67492692298578     
  0.225225210189819        2.67171656678251     
  0.230230227112770        2.66843486693053     
  0.235235229134560        2.66508199484792     
  0.240240231156349        2.66165810554828     
  0.245245233178139        2.65816337694252     
  0.250250250101089        2.65459798987859     
  0.255255252122879        2.65096217122684     
  0.260260254144669        2.64725613059401     
  0.265265256166458        2.64348010296814     
  0.270270258188248        2.63963433859172     
  0.275275260210037        2.63571910333281     
  0.280280262231827        2.63173467904336     
  0.285285264253616        2.62768136390398     
  0.290290266275406        2.62355947275469     
  0.295295298099518        2.61936931225818     
  0.300300300121307        2.61511128140780     
  0.305305302143097        2.61078572210776     
  0.310310304164886        2.60639301883776     
  0.315315306186676        2.60193357415631     
  0.320320308208466        2.59740780893374     
  0.325325310230255        2.59281616256699     
  0.330330312252045        2.58815909317572     
  0.335335314273834        2.58343707777932     
  0.340340316295624        2.57865061245437     
  0.345345318317413        2.57380021247216     
  0.350350350141525        2.56888638296903     
  0.355355352163315        2.56390973645813     
  0.360360354185104        2.55887081734477     
  0.365365356206894        2.55377021864418     
  0.370370358228683        2.54860855294368     
  0.375375360250473        2.54338645241426     
  0.380380362272263        2.53810456880036     
  0.385385364294052        2.53276357338786     
  0.390390366315842        2.52736415694995     
  0.395395368337631        2.52190702967101     
  0.400400400161743        2.51639288804643     
  0.405405402183533        2.51082254643762     
  0.410410404205322        2.50519673992010     
  0.415415406227112        2.49951625512024     
  0.420420408248901        2.49378189736402     
  0.425425410270691        2.48799449046907     
  0.430430412292480        2.48215487651501     
  0.435435414314270        2.47626391559246     
  0.440440416336060        2.47032248553077     
  0.445445418357849        2.46433148160494     
  0.450450420379639        2.45829181622183     
  0.455455452203751        2.45220438219839     
  0.460460454225540        2.44607019768267     
  0.465465456247330        2.43989018828697     
  0.470470458269119        2.43366533140712     
  0.475475460290909        2.42739661970466     
  0.480480462312698        2.42108506067689     
  0.485485464334488        2.41473167620919     
  0.490490466356277        2.40833750211002     
  0.495495468378067        2.40190358762906     
  0.500500500202179        2.39543095630514     
  0.505505502223969        2.38892075984831     
  0.510510504245758        2.38237404635499     
  0.515515506267548        2.37579191370625     
  0.520520508289337        2.36917547058389     
  0.525525510311127        2.36252583590036     
  0.530530512332916        2.35584413821612     
  0.535535514354706        2.34913151514533     
  0.540540516376495        2.34238911275042     
  0.545545518398285        2.33561808492621     
  0.550550520420074        2.32881959277452     
  0.555555522441864        2.32199480396978     
  0.560560524463654        2.31514489211645     
