# # Cu_crystal                                                   FEFF 9.05   
# # POT  SCF  30  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=29 Rmt= 1.449 Rnm= 1.502 K  shell
# # Pot 1 Z=29 Rmt= 1.356 Rnm= 1.393
# # Gam_ch=1.729E+00 H-L exch
# # Mu=-8.092E+00 kf=1.979E+00 Vint=-1.699E+01 Rs_int= 1.833
# # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp= 190.00  Debye_temp= 315.00  Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00610    100.00     12.00     2   2.5527
#           2       0.00748     22.75      6.00     2   3.6100
#           3       0.00687     10.29     48.00     3   3.8290
#           4       0.00757      7.06     48.00     3   4.3577
#           5       0.00767     54.81     24.00     2   4.4213
#           6       0.00772     10.83     48.00     3   4.7633
#           7       0.00772     16.53     96.00     3   4.7633
#     7/   7 paths used
#  xsedge+50, used to normalize mu           2.4748E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    9070.828     74.289   4.650  1.06417E+00  1.00602E+00  5.71092E-02
    9072.609     76.070   4.700  1.07463E+00  1.00581E+00  6.76039E-02
    9074.409     77.871   4.750  1.08189E+00  1.00560E+00  7.49709E-02
    9076.229     79.690   4.800  1.08467E+00  1.00539E+00  7.79267E-02
    9078.067     81.528   4.850  1.08148E+00  1.00485E+00  7.53543E-02
    9079.924     83.386   4.900  1.07290E+00  1.00431E+00  6.74695E-02
    9081.801     85.262   4.950  1.05932E+00  1.00377E+00  5.46582E-02
    9083.696     87.157   5.000  1.04171E+00  1.00322E+00  3.78735E-02
    9085.611     89.072   5.050  1.02156E+00  1.00268E+00  1.85912E-02
    9087.544     91.006   5.100  1.00057E+00  1.00213E+00 -1.54157E-03
    9089.497     92.958   5.150  9.80351E-01  1.00159E+00 -2.09249E-02
    9091.469     94.930   5.200  9.62327E-01  1.00104E+00 -3.81616E-02
    9093.459     96.921   5.250  9.47692E-01  1.00054E+00 -5.21100E-02
    9095.469     98.930   5.300  9.36837E-01  1.00004E+00 -6.23403E-02
    9097.498    100.959   5.350  9.29800E-01  9.99539E-01 -6.88092E-02
    9099.546    103.007   5.400  9.26218E-01  9.99039E-01 -7.18729E-02
    9101.613    105.074   5.450  9.25687E-01  9.98616E-01 -7.19927E-02
    9103.699    107.160   5.500  9.27235E-01  9.98193E-01 -7.00599E-02
    9105.804    109.265   5.550  9.30241E-01  9.97771E-01 -6.66874E-02
    9107.928    111.389   5.600  9.34316E-01  9.97348E-01 -6.22570E-02
    9110.071    113.532   5.650  9.39615E-01  9.97054E-01 -5.67395E-02
    9112.233    115.694   5.700  9.46162E-01  9.96760E-01 -4.99890E-02
    9114.414    117.875   5.750  9.54425E-01  9.96466E-01 -4.15401E-02
    9116.614    120.076   5.800  9.64953E-01  9.96172E-01 -3.08506E-02
    9118.834    122.295   5.850  9.78379E-01  9.95957E-01 -1.73712E-02
    9121.072    124.533   5.900  9.94654E-01  9.95742E-01 -1.07532E-03
    9123.330    126.791   5.950  1.01347E+00  9.95527E-01  1.77349E-02
    9125.606    129.067   6.000  1.03401E+00  9.95312E-01  3.82450E-02
    9127.902    131.363   6.050  1.05497E+00  9.95162E-01  5.91202E-02
    9130.216    133.677   6.100  1.07442E+00  9.95013E-01  7.85178E-02
    9132.550    136.011   6.150  1.09041E+00  9.94864E-01  9.44946E-02
    9134.902    138.364   6.200  1.10104E+00  9.94715E-01  1.05171E-01
    9137.274    140.735   6.250  1.10474E+00  9.94566E-01  1.09002E-01
    9139.665    143.126   6.300  1.10054E+00  9.94417E-01  1.05019E-01
    9142.075    145.536   6.350  1.08824E+00  9.94267E-01  9.30092E-02
    9144.504    147.965   6.400  1.06846E+00  9.94118E-01  7.36027E-02
    9146.951    150.413   6.450  1.04269E+00  9.93969E-01  4.82450E-02
    9149.418    152.880   6.500  1.01307E+00  9.93820E-01  1.90615E-02
    9151.904    155.366   6.550  9.81573E-01  9.93288E-01 -1.16117E-02
