        0.0500000000        0.0055477980        0.0000486100        0.7774233564       -0.0000445267
        0.2000000000        0.0382056454        0.0211745226        0.7718384336        0.0124524474
        0.4500000000        0.0694975161        0.0240130827        0.7684244346        0.0123280681
        0.8000000000        0.1100989099        0.0277103596        0.7667449537        0.0108823568
        1.2500000000        0.1571777490        0.0300977092        0.7535055234        0.0061555368
        1.8000000000        0.2060815551        0.0274680841        0.7424135644       -0.0031310385
        2.4500000000        0.2566163659        0.0127380410        0.7403842679       -0.0215680884
        3.2000000000        0.3257571646       -0.0187696591        0.7634475644       -0.0257742504
        4.0500000000        0.4172196391       -0.0244484233        0.7576941564        0.0067001760
        5.0000000000        0.4765892038        0.0052659523        0.7159572768        0.0194456948
        6.0500000000        0.4670930928        0.0246176022        0.6774750648       -0.0001763958
        7.2000000000        0.4262606711       -0.0043137439        0.6675741997       -0.0113728615
        8.4500000000        0.3328892964       -0.0203445085        0.6061038597       -0.0208368257
        9.8000000000        0.1140098051       -0.1627434482        0.5663209801       -0.0846321893
       11.2500000000       -0.0736372327       -0.5057518931        0.5597499852       -0.1541069032
       12.8000000000       -0.1217006656       -0.9717862854        0.5753129261       -0.2178016554
       14.4500000000       -0.0113196714       -1.4622350119        0.6097006769       -0.2725818537
       16.2000000000        0.2271819616       -1.9065857785        0.6595618869       -0.3111212645
       18.0500000000        0.5446609624       -2.2688208402        0.7156147363       -0.3252159965
       20.0000000000        0.8917740021       -2.5435195782        0.7604266344       -0.3181043266
       22.0500000000        1.2351914632       -2.7490515650        0.7907486997       -0.3061661880
       24.2000000000        1.5637524309       -2.9054436485        0.8127778803       -0.2942537738
       26.4500000000        1.8743930870       -3.0256171030        0.8292614471       -0.2838415009
       28.8000000000        2.1667309713       -3.1187188187        0.8431005631       -0.2737809146
       31.2500000000        2.4413115356       -3.1903288067        0.8544700816       -0.2657177989
       33.8000000000        2.6991300329       -3.2453088991        0.8643667863       -0.2578431396
       36.4500000000        2.9414451447       -3.2865602800        0.8727584508       -0.2505994085
       39.2000000000        3.1689740796       -3.3168010395        0.8804228927       -0.2438365933
       42.0500000000        3.3829288096       -3.3379866637        0.8872862543       -0.2373827338
       45.0000000000        3.5842923301       -3.3516822809        0.8932093361       -0.2315465320
       48.0500000000        3.7737459171       -3.3593017894        0.8997297462       -0.2257306726
       51.2000000000        3.9528323486       -3.3617066457        0.9043185262       -0.2201635587
       54.4500000000        4.1214867697       -3.3596346687        0.9092256594       -0.2151696481
       57.8000000000        4.2809033512       -3.3539608863        0.9138554920       -0.2105647965
       61.2500000000        4.4318486326       -3.3453360841        0.9175830225       -0.2055321725
       64.8000000000        4.5744884066       -3.3340044725        0.9216446344       -0.2012529606
       68.4500000000        4.7097776273       -3.3206214557        0.9215848262       -0.1992200731
       72.2000000000        4.8364582451       -3.3072845258        0.9328402716       -0.1937463377
       76.0500000000        4.9606255911       -3.2902928517        0.9324293497       -0.1862518079
       80.0000000000        5.0764287363       -3.2707851476        0.9336562499       -0.1845712926
       84.0500000000        5.1861269568       -3.2515997681        0.9368400226       -0.1815213020
       88.2000000000        5.2908589183       -3.2316944976        0.9395814513       -0.1780356600
       92.4500000000        5.3907853919       -3.2111477202        0.9419847826       -0.1744936319
       96.8000000000        5.4860439369       -3.1898768264        0.9442955058       -0.1714284413
      101.2500000000        5.5770639794       -3.1682944453        0.9463809520       -0.1682866794
      105.8000000000        5.6639425154       -3.1463010700        0.9485255702       -0.1652251331
      110.4500000000        5.7471213012       -3.1240970726        0.9503046785       -0.1622488306
      115.2000000000        5.8266486376       -3.1016118062        0.9521654445       -0.1595301178
      120.0500000000        5.9028141611       -3.0791115496        0.9539142056       -0.1567039761
      125.0000000000        5.9758472402       -3.0564719066        0.9554940485       -0.1540651288
      130.0500000000        6.0458715128       -3.0338357373        0.9570419735       -0.1514932257
      135.2000000000        6.1130806648       -3.0112217019        0.9585069541       -0.1490002032
      140.4500000000        6.1776321727       -2.9886653665        0.9598924084       -0.1465859009
      145.8000000000        6.2396698117       -2.9661963848        0.9612148707       -0.1442348834
      151.2500000000        6.2993269815       -2.9438460548        0.9624847464       -0.1419614682
      156.8000000000        6.3567365882       -2.9216290436        0.9636920683       -0.1397673381
      162.4500000000        6.4120167841       -2.8995784147        0.9647896134       -0.1375593338
      168.2000000000        6.4652866404       -2.8776783814        0.9659025227       -0.1356662077
      174.0500000000        6.5165879623       -2.8560343479        0.9670483065       -0.1334724712
      180.0000000000        6.5661566822       -2.8345130696        0.9679952925       -0.1315655966
      186.0500000000        6.6139375792       -2.8132219158        0.9690045484       -0.1296788304
      192.2000000000        6.6601237363       -2.7921695955        0.9697232960       -0.1276578048
      198.4500000000        6.7047763988       -2.7712751936        0.9705029403       -0.1260128108
      204.8000000000        6.7477865038       -2.7506818143        0.9715573731       -0.1242331696
      211.2500000000        6.7894809457       -2.7303402251        0.9723526434       -0.1224186344
      217.8000000000        6.8298115999       -2.7101659527        0.9731058284       -0.1208153282
      224.4500000000        6.8688460604       -2.6902697633        0.9738572221       -0.1191943427
      231.2000000000        6.9066655070       -2.6706220036        0.9746012033       -0.1176393428
      238.0500000000        6.9433006258       -2.6512074029        0.9752330148       -0.1158766321
      245.0000000000        6.9789160447       -2.6320133769        0.9755573476       -0.1146096272
      252.0500000000        7.0132137041       -2.6130441587        0.9766418050       -0.1133097437
      259.2000000000        7.0466342125       -2.5944751079        0.9772768972       -0.1115641620
      266.4500000000        7.0791572163       -2.5759947786        0.9776775647       -0.1101844340
