# E  matsub. sommerf. anomal. tale, total, differ.
 -1.0591E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.3629E+00  4.3629E+00  4.3629E+00
 -1.0086E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.4093E+00  4.4093E+00  4.4093E+00
 -9.5811E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.4581E+00  4.4581E+00  4.4581E+00
 -9.0761E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.5096E+00  4.5096E+00  4.5096E+00
 -8.5710E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.5641E+00  4.5641E+00  4.5641E+00
 -8.0660E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.6219E+00  4.6219E+00  4.6219E+00
 -7.5609E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.6835E+00  4.6835E+00  4.6835E+00
 -7.0559E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.7494E+00  4.7494E+00  4.7494E+00
 -6.5508E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.8202E+00  4.8202E+00  4.8202E+00
 -6.0458E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.8967E+00  4.8967E+00  4.8967E+00
 -5.5407E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.9799E+00  4.9799E+00  4.9799E+00
 -5.0357E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.0709E+00  5.0709E+00  5.0709E+00
 -4.5306E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.1715E+00  5.1715E+00  5.1715E+00
 -4.0256E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.2838E+00  5.2838E+00  5.2838E+00
 -3.5205E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.4109E+00  5.4109E+00  5.4109E+00
 -3.0155E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.5572E+00  5.5572E+00  5.5572E+00
 -2.5104E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.7294E+00  5.7294E+00  5.7294E+00
 -2.0054E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.9387E+00  5.9387E+00  5.9387E+00
 -1.5003E+01  0.0000E+00  0.0000E+00  0.0000E+00  6.2053E+00  6.2053E+00  6.2053E+00
 -9.9528E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.5719E+00  6.5719E+00  6.5719E+00
 -4.9023E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.1578E+00  7.1578E+00  7.1578E+00
  1.4823E-01  0.0000E+00  0.0000E+00  0.0000E+00  8.6511E+00  8.6511E+00  8.6511E+00
  5.1987E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.5338E+00  7.5338E+00  7.5338E+00
  1.0249E+01  0.0000E+00  0.0000E+00  0.0000E+00  6.4848E+00  6.4848E+00  6.4848E+00
  1.5300E+01  0.0000E+00  0.0000E+00  0.0000E+00  6.0926E+00  6.0926E+00  6.0926E+00
  2.0350E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.8851E+00  5.8851E+00  5.8851E+00
  2.5401E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.7515E+00  5.7515E+00  5.7515E+00
  3.0451E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.6513E+00  5.6513E+00  5.6513E+00
  3.5502E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.5655E+00  5.5655E+00  5.5655E+00
  4.0552E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.4842E+00  5.4842E+00  5.4842E+00
  4.5603E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.4020E+00  5.4020E+00  5.4020E+00
