# E  matsub. sommerf. anomal. tale, total, differ.
  5.0653E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.3159E+00  5.3159E+00  5.3159E+00
  5.5704E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.2247E+00  5.2247E+00  5.2247E+00
  6.0754E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.1281E+00  5.1281E+00  5.1281E+00
  6.5805E+01  0.0000E+00  0.0000E+00  0.0000E+00  5.0271E+00  5.0271E+00  5.0271E+00
  7.0855E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.9229E+00  4.9229E+00  4.9229E+00
  7.5906E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.8174E+00  4.8174E+00  4.8174E+00
  8.0956E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.7122E+00  4.7122E+00  4.7122E+00
  8.6007E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.6093E+00  4.6093E+00  4.6093E+00
  9.1057E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.5104E+00  4.5104E+00  4.5104E+00
  9.6108E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.4166E+00  4.4166E+00  4.4166E+00
  1.0116E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.3292E+00  4.3292E+00  4.3292E+00
  1.0621E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.2486E+00  4.2486E+00  4.2486E+00
  1.1126E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.1752E+00  4.1752E+00  4.1752E+00
  1.1631E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.1091E+00  4.1091E+00  4.1091E+00
  1.2136E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.0499E+00  4.0499E+00  4.0499E+00
  1.2641E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.9972E+00  3.9972E+00  3.9972E+00
  1.3146E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.9508E+00  3.9508E+00  3.9508E+00
  1.3651E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.9096E+00  3.9096E+00  3.9096E+00
  1.4156E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.8735E+00  3.8735E+00  3.8735E+00
  1.4661E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.8414E+00  3.8414E+00  3.8414E+00
  1.5166E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.8127E+00  3.8127E+00  3.8127E+00
  1.5671E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.7870E+00  3.7870E+00  3.7870E+00
  1.6176E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.7634E+00  3.7634E+00  3.7634E+00
  1.6681E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.7416E+00  3.7416E+00  3.7416E+00
  1.7187E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.7210E+00  3.7210E+00  3.7210E+00
  1.7692E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.7011E+00  3.7011E+00  3.7011E+00
  1.8197E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.6816E+00  3.6816E+00  3.6816E+00
  1.8702E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.6623E+00  3.6623E+00  3.6623E+00
  1.9207E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.6424E+00  3.6424E+00  3.6424E+00
  1.9712E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.6222E+00  3.6222E+00  3.6222E+00
  2.0217E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.6015E+00  3.6015E+00  3.6015E+00
  2.0722E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.5797E+00  3.5797E+00  3.5797E+00
  2.1227E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.5570E+00  3.5570E+00  3.5570E+00
  2.1732E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.5335E+00  3.5335E+00  3.5335E+00
  2.2237E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.5092E+00  3.5092E+00  3.5092E+00
  2.2742E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.4836E+00  3.4836E+00  3.4836E+00
  2.3247E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.4572E+00  3.4572E+00  3.4572E+00
  2.3752E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.4302E+00  3.4302E+00  3.4302E+00
  2.4257E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.4026E+00  3.4026E+00  3.4026E+00
  2.4762E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.3743E+00  3.3743E+00  3.3743E+00
  2.5267E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.3453E+00  3.3453E+00  3.3453E+00
  2.5772E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.3165E+00  3.3165E+00  3.3165E+00
  2.6277E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.2878E+00  3.2878E+00  3.2878E+00
  2.6782E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.2592E+00  3.2592E+00  3.2592E+00
  2.7288E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.2308E+00  3.2308E+00  3.2308E+00
  2.7793E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.2027E+00  3.2027E+00  3.2027E+00
  2.8298E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.1753E+00  3.1753E+00  3.1753E+00
  2.8803E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.1485E+00  3.1485E+00  3.1485E+00
  2.9308E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.1224E+00  3.1224E+00  3.1224E+00
  2.9813E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.0970E+00  3.0970E+00  3.0970E+00
  3.0318E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.0723E+00  3.0723E+00  3.0723E+00
  3.0823E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.0491E+00  3.0491E+00  3.0491E+00
  3.1328E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.0272E+00  3.0272E+00  3.0272E+00
  3.1833E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.0063E+00  3.0063E+00  3.0063E+00
  3.2338E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.9865E+00  2.9865E+00  2.9865E+00
  3.2843E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.9679E+00  2.9679E+00  2.9679E+00
  3.3348E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.9511E+00  2.9511E+00  2.9511E+00
  3.3853E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.9349E+00  2.9349E+00  2.9349E+00
  3.4358E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.9190E+00  2.9190E+00  2.9190E+00
  3.4863E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.9036E+00  2.9036E+00  2.9036E+00
  3.5368E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8887E+00  2.8887E+00  2.8887E+00
  3.5873E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8742E+00  2.8742E+00  2.8742E+00
  3.6378E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8600E+00  2.8600E+00  2.8600E+00
  3.6884E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8462E+00  2.8462E+00  2.8462E+00
  3.7389E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8329E+00  2.8329E+00  2.8329E+00
  3.7894E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8200E+00  2.8200E+00  2.8200E+00
  3.8399E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8076E+00  2.8076E+00  2.8076E+00
  3.8904E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.7956E+00  2.7956E+00  2.7956E+00
