   -20.0000  6.757396E-02  1.678936E-02  1.218713E-02
   -19.8997  6.859114E-02  1.805980E-02  1.294742E-02
   -19.7993  6.951794E-02  1.935149E-02  1.377555E-02
   -19.6990  7.036213E-02  2.066263E-02  1.467717E-02
   -19.5987  7.113057E-02  2.199153E-02  1.565852E-02
   -19.4983  7.182939E-02  2.333662E-02  1.672641E-02
   -19.3980  7.246402E-02  2.469641E-02  1.788834E-02
   -19.2977  7.303937E-02  2.606949E-02  1.915262E-02
   -19.1973  7.355985E-02  2.745453E-02  2.052840E-02
   -19.0970  7.402945E-02  2.885029E-02  2.202582E-02
   -18.9967  7.445178E-02  3.025557E-02  2.365617E-02
   -18.8963  7.483014E-02  3.166923E-02  2.543200E-02
   -18.7960  7.516754E-02  3.309021E-02  2.736732E-02
   -18.6957  7.546673E-02  3.451747E-02  2.947780E-02
   -18.5953  7.573024E-02  3.595004E-02  3.178100E-02
   -18.4950  7.596040E-02  3.738698E-02  3.429669E-02
   -18.3946  7.615934E-02  3.882740E-02  3.704713E-02
   -18.2943  7.632904E-02  4.027046E-02  4.005749E-02
   -18.1940  7.647133E-02  4.171533E-02  4.335628E-02
   -18.0936  7.658789E-02  4.316123E-02  4.697593E-02
   -17.9933  7.668032E-02  4.460742E-02  5.095337E-02
   -17.8930  7.675006E-02  4.605319E-02  5.533092E-02
   -17.7926  7.679848E-02  4.749785E-02  6.015705E-02
   -17.6923  7.682684E-02  4.894075E-02  6.548761E-02
   -17.5920  7.683633E-02  5.038125E-02  7.138713E-02
   -17.4916  7.682805E-02  5.181875E-02  7.793049E-02
   -17.3913  7.680304E-02  5.325268E-02  8.520486E-02
   -17.2910  7.676226E-02  5.468248E-02  9.331220E-02
   -17.1906  7.670663E-02  5.610762E-02  1.023723E-01
   -17.0903  7.663699E-02  5.752759E-02  1.125265E-01
   -16.9900  7.655413E-02  5.894192E-02  1.239421E-01
   -16.8896  7.645882E-02  6.035012E-02  1.368196E-01
   -16.7893  7.635176E-02  6.175175E-02  1.513984E-01
   -16.6890  7.623361E-02  6.314638E-02  1.679672E-01
   -16.5886  7.610500E-02  6.453361E-02  1.868768E-01
   -16.4883  7.596652E-02  6.591304E-02  2.085549E-01
   -16.3880  7.581873E-02  6.728429E-02  2.335279E-01
   -16.2876  7.566215E-02  6.864701E-02  2.624476E-01
   -16.1873  7.549728E-02  7.000086E-02  2.961274E-01
   -16.0870  7.532459E-02  7.134550E-02  3.355911E-01
   -15.9866  7.514452E-02  7.268062E-02  3.821374E-01
   -15.8863  7.495750E-02  7.400593E-02  4.374288E-01
   -15.7860  7.476392E-02  7.532113E-02  5.036120E-01
   -15.6856  7.456415E-02  7.662597E-02  5.834840E-01
   -15.5853  7.435856E-02  7.792017E-02  6.807204E-01
   -15.4849  7.414748E-02  7.920351E-02  8.001873E-01
   -15.3846  7.393123E-02  8.047573E-02  9.483631E-01
   -15.2843  7.371013E-02  8.173663E-02  1.133888E+00
   -15.1839  7.348445E-02  8.298599E-02  1.368224E+00
   -15.0836  7.325447E-02  8.422362E-02  1.666307E+00
   -14.9833  7.302046E-02  8.544932E-02  2.046748E+00
   -14.8829  7.278266E-02  8.666293E-02  2.530494E+00
   -14.7826  7.254130E-02  8.786427E-02  3.135290E+00
   -14.6823  7.229662E-02  8.905319E-02  3.861587E+00
   -14.5819  7.204882E-02  9.022954E-02  4.665545E+00
   -14.4816  7.179810E-02  9.139320E-02  5.427396E+00
   -14.3813  7.154467E-02  9.254401E-02  5.955352E+00
   -14.2809  7.128870E-02  9.368188E-02  6.075663E+00
   -14.1806  7.103037E-02  9.480668E-02  5.761378E+00
   -14.0803  7.076984E-02  9.591832E-02  5.149830E+00
   -13.9799  7.050728E-02  9.701671E-02  4.428939E+00
   -13.8796  7.024284E-02  9.810174E-02  3.734392E+00
   -13.7793  6.997666E-02  9.917336E-02  3.129091E+00
   -13.6789  6.970887E-02  1.002315E-01  2.627193E+00
   -13.5786  6.943962E-02  1.012760E-01  2.220202E+00
   -13.4783  6.916902E-02  1.023070E-01  1.892511E+00
   -13.3779  6.889720E-02  1.033243E-01  1.628361E+00
   -13.2776  6.862427E-02  1.043278E-01  1.414250E+00
   -13.1773  6.835033E-02  1.053176E-01  1.239355E+00
   -13.0769  6.807550E-02  1.062937E-01  1.095255E+00
   -12.9766  6.779987E-02  1.072559E-01  9.754719E-01
   -12.8763  6.752354E-02  1.082043E-01  8.750326E-01
   -12.7759  6.724659E-02  1.091389E-01  7.901083E-01
   -12.6756  6.696912E-02  1.100596E-01  7.177344E-01
   -12.5753  6.669120E-02  1.109665E-01  6.555993E-01
   -12.4749  6.641292E-02  1.118595E-01  6.018862E-01
   -12.3746  6.613434E-02  1.127386E-01  5.551555E-01
   -12.2742  6.585555E-02  1.136040E-01  5.142573E-01
   -12.1739  6.557661E-02  1.144555E-01  4.782659E-01
   -12.0736  6.529758E-02  1.152932E-01  4.464302E-01
   -11.9732  6.501853E-02  1.161172E-01  4.181361E-01
   -11.8729  6.473952E-02  1.169274E-01  3.928786E-01
   -11.7726  6.446060E-02  1.177239E-01  3.702389E-01
   -11.6722  6.418183E-02  1.185067E-01  3.498681E-01
   -11.5719  6.390327E-02  1.192758E-01  3.314734E-01
   -11.4716  6.362500E-02  1.200314E-01  3.148078E-01
   -11.3712  6.334699E-02  1.207735E-01  2.996618E-01
   -11.2709  6.306932E-02  1.215020E-01  2.858571E-01
   -11.1706  6.279204E-02  1.222171E-01  2.732406E-01
   -11.0702  6.251520E-02  1.229188E-01  2.616809E-01
   -10.9699  6.223882E-02  1.236071E-01  2.510641E-01
   -10.8696  6.196295E-02  1.242823E-01  2.412918E-01
   -10.7692  6.168762E-02  1.249442E-01  2.322778E-01
   -10.6689  6.141288E-02  1.255929E-01  2.239471E-01
   -10.5686  6.113874E-02  1.262286E-01  2.162338E-01
   -10.4682  6.086524E-02  1.268513E-01  2.090796E-01
   -10.3679  6.059242E-02  1.274611E-01  2.024335E-01
   -10.2676  6.032030E-02  1.280581E-01  1.962498E-01
   -10.1672  6.004890E-02  1.286423E-01  1.904883E-01
   -10.0669  5.977826E-02  1.292138E-01  1.851130E-01
    -9.9666  5.950840E-02  1.297727E-01  1.800916E-01
    -9.8662  5.923934E-02  1.303190E-01  1.753955E-01
    -9.7659  5.897110E-02  1.308530E-01  1.709987E-01
    -9.6656  5.870371E-02  1.313746E-01  1.668780E-01
    -9.5652  5.843719E-02  1.318840E-01  1.630123E-01
    -9.4649  5.817155E-02  1.323812E-01  1.593827E-01
    -9.3645  5.790681E-02  1.328663E-01  1.559718E-01
    -9.2642  5.764300E-02  1.333394E-01  1.527643E-01
    -9.1639  5.738012E-02  1.338007E-01  1.497457E-01
    -9.0635  5.711820E-02  1.342502E-01  1.469032E-01
    -8.9632  5.685725E-02  1.346880E-01  1.442250E-01
    -8.8629  5.659728E-02  1.351142E-01  1.417002E-01
    -8.7625  5.633830E-02  1.355289E-01  1.393189E-01
    -8.6622  5.608034E-02  1.359322E-01  1.370719E-01
    -8.5619  5.582339E-02  1.363242E-01  1.349510E-01
    -8.4615  5.556748E-02  1.367051E-01  1.329485E-01
    -8.3612  5.531261E-02  1.370748E-01  1.310572E-01
    -8.2609  5.505879E-02  1.374336E-01  1.292707E-01
    -8.1605  5.480604E-02  1.377815E-01  1.275827E-01
    -8.0602  5.455436E-02  1.381186E-01  1.259877E-01
    -7.9599  5.430375E-02  1.384450E-01  1.244806E-01
    -7.8595  5.405424E-02  1.387608E-01  1.230566E-01
    -7.7592  5.380582E-02  1.390662E-01  1.217110E-01
    -7.6589  5.355850E-02  1.393613E-01  1.204398E-01
    -7.5585  5.331229E-02  1.396460E-01  1.192391E-01
    -7.4582  5.306720E-02  1.399207E-01  1.181052E-01
    -7.3579  5.282322E-02  1.401853E-01  1.170348E-01
    -7.2575  5.258037E-02  1.404399E-01  1.160247E-01
    -7.1572  5.233865E-02  1.406847E-01  1.150720E-01
    -7.0569  5.209806E-02  1.409198E-01  1.141738E-01
    -6.9565  5.185862E-02  1.411453E-01  1.133277E-01
    -6.8562  5.162031E-02  1.413613E-01  1.125310E-01
    -6.7559  5.138315E-02  1.415679E-01  1.117817E-01
    -6.6555  5.114714E-02  1.417652E-01  1.110774E-01
    -6.5552  5.091224E-02  1.419533E-01  1.104162E-01
    -6.4548  5.067853E-02  1.421323E-01  1.097962E-01
    -6.3545  5.044598E-02  1.423023E-01  1.092155E-01
    -6.2542  5.021458E-02  1.424635E-01  1.086726E-01
    -6.1538  4.998435E-02  1.426159E-01  1.081657E-01
    -6.0535  4.975527E-02  1.427596E-01  1.076934E-01
    -5.9532  4.952736E-02  1.428948E-01  1.072542E-01
    -5.8528  4.930061E-02  1.430215E-01  1.068468E-01
    -5.7525  4.907502E-02  1.431399E-01  1.064698E-01
    -5.6522  4.885060E-02  1.432501E-01  1.061222E-01
    -5.5518  4.862734E-02  1.433521E-01  1.058026E-01
    -5.4515  4.840524E-02  1.434461E-01  1.055101E-01
    -5.3512  4.818431E-02  1.435321E-01  1.052436E-01
    -5.2508  4.796454E-02  1.436104E-01  1.050020E-01
    -5.1505  4.774593E-02  1.436809E-01  1.047845E-01
    -5.0502  4.752849E-02  1.437437E-01  1.045902E-01
    -4.9498  4.731221E-02  1.437991E-01  1.044181E-01
    -4.8495  4.709708E-02  1.438470E-01  1.042676E-01
    -4.7492  4.688312E-02  1.438876E-01  1.041377E-01
    -4.6488  4.667031E-02  1.439210E-01  1.040278E-01
    -4.5485  4.645865E-02  1.439472E-01  1.039371E-01
    -4.4482  4.624816E-02  1.439665E-01  1.038650E-01
    -4.3478  4.603881E-02  1.439788E-01  1.038108E-01
    -4.2475  4.583060E-02  1.439843E-01  1.037740E-01
    -4.1472  4.562356E-02  1.439830E-01  1.037538E-01
    -4.0468  4.541766E-02  1.439751E-01  1.037498E-01
    -3.9465  4.521290E-02  1.439607E-01  1.037613E-01
    -3.8462  4.500928E-02  1.439398E-01  1.037880E-01
    -3.7458  4.480681E-02  1.439126E-01  1.038292E-01
    -3.6455  4.460547E-02  1.438791E-01  1.038845E-01
    -3.5452  4.440526E-02  1.438394E-01  1.039534E-01
    -3.4448  4.420619E-02  1.437937E-01  1.040355E-01
    -3.3445  4.400825E-02  1.437420E-01  1.041303E-01
    -3.2441  4.381143E-02  1.436844E-01  1.042375E-01
    -3.1438  4.361573E-02  1.436209E-01  1.043566E-01
    -3.0435  4.342115E-02  1.435518E-01  1.044873E-01
    -2.9431  4.322770E-02  1.434770E-01  1.046291E-01
    -2.8428  4.303535E-02  1.433967E-01  1.047818E-01
    -2.7425  4.284411E-02  1.433110E-01  1.049450E-01
    -2.6421  4.265400E-02  1.432199E-01  1.051183E-01
    -2.5418  4.246497E-02  1.431235E-01  1.053015E-01
    -2.4415  4.227705E-02  1.430219E-01  1.054942E-01
    -2.3411  4.209022E-02  1.429152E-01  1.056961E-01
    -2.2408  4.190449E-02  1.428035E-01  1.059070E-01
    -2.1405  4.171984E-02  1.426868E-01  1.061265E-01
    -2.0401  4.153628E-02  1.425653E-01  1.063544E-01
    -1.9398  4.135381E-02  1.424390E-01  1.065904E-01
    -1.8395  4.117241E-02  1.423080E-01  1.068344E-01
    -1.7391  4.099209E-02  1.421724E-01  1.070859E-01
    -1.6388  4.081284E-02  1.420322E-01  1.073448E-01
    -1.5385  4.063465E-02  1.418876E-01  1.076109E-01
    -1.4381  4.045753E-02  1.417386E-01  1.078840E-01
    -1.3378  4.028147E-02  1.415853E-01  1.081637E-01
    -1.2375  4.010647E-02  1.414277E-01  1.084500E-01
    -1.1371  3.993252E-02  1.412660E-01  1.087425E-01
    -1.0368  3.975961E-02  1.411002E-01  1.090412E-01
    -0.9365  3.958775E-02  1.409304E-01  1.093457E-01
    -0.8361  3.941693E-02  1.407567E-01  1.096560E-01
    -0.7358  3.924713E-02  1.405791E-01  1.099718E-01
    -0.6355  3.907838E-02  1.403977E-01  1.102929E-01
    -0.5351  3.891066E-02  1.402125E-01  1.106192E-01
    -0.4348  3.874395E-02  1.400238E-01  1.109506E-01
    -0.3344  3.857827E-02  1.398314E-01  1.112867E-01
    -0.2341  3.841361E-02  1.396355E-01  1.116276E-01
    -0.1338  3.824996E-02  1.394362E-01  1.119730E-01
    -0.0334  3.808731E-02  1.392335E-01  1.123227E-01
     0.0669  3.792566E-02  1.390275E-01  1.126767E-01
     0.1672  3.776502E-02  1.388183E-01  1.130347E-01
     0.2676  3.760537E-02  1.386058E-01  1.133967E-01
     0.3679  3.744671E-02  1.383903E-01  1.137625E-01
     0.4682  3.728903E-02  1.381717E-01  1.141319E-01
     0.5686  3.713234E-02  1.379501E-01  1.145048E-01
     0.6689  3.697662E-02  1.377255E-01  1.148812E-01
     0.7692  3.682188E-02  1.374981E-01  1.152608E-01
     0.8696  3.666811E-02  1.372679E-01  1.156435E-01
     0.9699  3.651530E-02  1.370349E-01  1.160292E-01
     1.0702  3.636345E-02  1.367993E-01  1.164179E-01
     1.1706  3.621256E-02  1.365610E-01  1.168093E-01
     1.2709  3.606262E-02  1.363201E-01  1.172034E-01
     1.3712  3.591363E-02  1.360768E-01  1.176000E-01
     1.4716  3.576559E-02  1.358309E-01  1.179991E-01
     1.5719  3.561848E-02  1.355827E-01  1.184006E-01
     1.6722  3.547231E-02  1.353321E-01  1.188042E-01
     1.7726  3.532707E-02  1.350792E-01  1.192100E-01
     1.8729  3.518276E-02  1.348241E-01  1.196179E-01
     1.9732  3.503937E-02  1.345668E-01  1.200276E-01
     2.0736  3.489689E-02  1.343074E-01  1.204392E-01
     2.1739  3.475534E-02  1.340459E-01  1.208525E-01
     2.2742  3.461469E-02  1.337823E-01  1.212675E-01
     2.3746  3.447495E-02  1.335168E-01  1.216840E-01
     2.4749  3.433611E-02  1.332493E-01  1.221020E-01
     2.5753  3.419816E-02  1.329800E-01  1.225213E-01
     2.6756  3.406111E-02  1.327088E-01  1.229419E-01
     2.7759  3.392495E-02  1.324358E-01  1.233637E-01
     2.8763  3.378967E-02  1.321611E-01  1.237867E-01
     2.9766  3.365528E-02  1.318847E-01  1.242106E-01
     3.0769  3.352176E-02  1.316067E-01  1.246355E-01
     3.1773  3.338911E-02  1.313270E-01  1.250613E-01
     3.2776  3.325733E-02  1.310458E-01  1.254879E-01
     3.3779  3.312641E-02  1.307631E-01  1.259152E-01
     3.4783  3.299636E-02  1.304790E-01  1.263431E-01
     3.5786  3.286716E-02  1.301934E-01  1.267716E-01
     3.6789  3.273881E-02  1.299064E-01  1.272006E-01
     3.7793  3.261131E-02  1.296181E-01  1.276300E-01
     3.8796  3.248465E-02  1.293285E-01  1.280598E-01
     3.9799  3.235883E-02  1.290377E-01  1.284898E-01
     4.0803  3.223384E-02  1.287456E-01  1.289200E-01
     4.1806  3.210969E-02  1.284523E-01  1.293504E-01
     4.2809  3.198636E-02  1.281580E-01  1.297809E-01
     4.3813  3.186386E-02  1.278625E-01  1.302114E-01
     4.4816  3.174217E-02  1.275660E-01  1.306418E-01
