# Once
#  POT  SCF 100  2.1000   0, NO core-hole, AFOLP (folp(0)= 1.150)
    0 195 196  Unique potential, I_mt, I_norman.    Following data in atomic units.
  iph            0
   i      r         vcoul        rho     ovrlp vcoul  ovrlp vtot  ovrlp rho
   72  5.2475E-03 -5.2063E+03  1.2226E+04 -5.2064E+03 -5.2292E+03  1.2226E+04
   73  5.5166E-03 -4.9461E+03  1.2018E+04 -4.9462E+03 -4.9689E+03  1.2018E+04
   74  5.7994E-03 -4.6987E+03  1.1805E+04 -4.6988E+03 -4.7214E+03  1.1804E+04
   75  6.0967E-03 -4.4633E+03  1.1586E+04 -4.4634E+03 -4.4858E+03  1.1586E+04
   76  6.4093E-03 -4.2394E+03  1.1361E+04 -4.2395E+03 -4.2618E+03  1.1361E+04
   77  6.7379E-03 -4.0265E+03  1.1131E+04 -4.0266E+03 -4.0487E+03  1.1131E+04
   78  7.0834E-03 -3.8239E+03  1.0895E+04 -3.8240E+03 -3.8460E+03  1.0895E+04
   79  7.4466E-03 -3.6313E+03  1.0654E+04 -3.6314E+03 -3.6532E+03  1.0654E+04
   80  7.8284E-03 -3.4480E+03  1.0407E+04 -3.4481E+03 -3.4698E+03  1.0407E+04
   81  8.2297E-03 -3.2738E+03  1.0155E+04 -3.2738E+03 -3.2953E+03  1.0155E+04
   82  8.6517E-03 -3.1080E+03  9.8981E+03 -3.1081E+03 -3.1294E+03  9.8976E+03
   83  9.0953E-03 -2.9504E+03  9.6358E+03 -2.9504E+03 -2.9716E+03  9.6354E+03
   84  9.5616E-03 -2.8004E+03  9.3686E+03 -2.8005E+03 -2.8214E+03  9.3681E+03
   85  1.0052E-02 -2.6578E+03  9.0968E+03 -2.6579E+03 -2.6786E+03  9.0964E+03
   86  1.0567E-02 -2.5222E+03  8.8206E+03 -2.5223E+03 -2.5428E+03  8.8201E+03
   87  1.1109E-02 -2.3932E+03  8.5402E+03 -2.3933E+03 -2.4136E+03  8.5399E+03
   88  1.1679E-02 -2.2706E+03  8.2562E+03 -2.2706E+03 -2.2907E+03  8.2557E+03
   89  1.2277E-02 -2.1539E+03  7.9687E+03 -2.1540E+03 -2.1739E+03  7.9684E+03
   90  1.2907E-02 -2.0430E+03  7.6782E+03 -2.0431E+03 -2.0627E+03  7.6778E+03
   91  1.3569E-02 -1.9376E+03  7.3853E+03 -1.9376E+03 -1.9570E+03  7.3850E+03
   92  1.4264E-02 -1.8373E+03  7.0903E+03 -1.8374E+03 -1.8565E+03  7.0899E+03
   93  1.4996E-02 -1.7419E+03  6.7938E+03 -1.7420E+03 -1.7608E+03  6.7935E+03
   94  1.5764E-02 -1.6513E+03  6.4964E+03 -1.6514E+03 -1.6699E+03  6.4961E+03
   95  1.6573E-02 -1.5651E+03  6.1987E+03 -1.5652E+03 -1.5835E+03  6.1985E+03
   96  1.7422E-02 -1.4832E+03  5.9014E+03 -1.4833E+03 -1.5012E+03  5.9011E+03
   97  1.8316E-02 -1.4053E+03  5.6052E+03 -1.4054E+03 -1.4231E+03  5.6050E+03
   98  1.9255E-02 -1.3313E+03  5.3107E+03 -1.3314E+03 -1.3487E+03  5.3105E+03
   99  2.0242E-02 -1.2610E+03  5.0188E+03 -1.2611E+03 -1.2781E+03  5.0186E+03
  100  2.1280E-02 -1.1941E+03  4.7301E+03 -1.1942E+03 -1.2109E+03  4.7299E+03
  101  2.2371E-02 -1.1306E+03  4.4455E+03 -1.1307E+03 -1.1470E+03  4.4454E+03
  102  2.3518E-02 -1.0702E+03  4.1659E+03 -1.0703E+03 -1.0863E+03  4.1657E+03
  103  2.4724E-02 -1.0129E+03  3.8919E+03 -1.0130E+03 -1.0286E+03  3.8918E+03
  104  2.5991E-02 -9.5843E+02  3.6244E+03 -9.5850E+02 -9.7380E+02  3.6243E+03
  105  2.7324E-02 -9.0668E+02  3.3642E+03 -9.0676E+02 -9.2168E+02  3.3641E+03
  106  2.8725E-02 -8.5754E+02  3.1120E+03 -8.5762E+02 -8.7216E+02  3.1119E+03
  107  3.0197E-02 -8.1088E+02  2.8686E+03 -8.1095E+02 -8.2511E+02  2.8686E+03
  108  3.1746E-02 -7.6657E+02  2.6346E+03 -7.6664E+02 -7.8041E+02  2.6346E+03
  109  3.3373E-02 -7.2450E+02  2.4107E+03 -7.2457E+02 -7.3794E+02  2.4108E+03
  110  3.5084E-02 -6.8456E+02  2.1975E+03 -6.8464E+02 -6.9760E+02  2.1975E+03
  111  3.6883E-02 -6.4666E+02  1.9955E+03 -6.4674E+02 -6.5929E+02  1.9955E+03
  112  3.8774E-02 -6.1069E+02  1.8050E+03 -6.1076E+02 -6.2291E+02  1.8050E+03
  113  4.0762E-02 -5.7655E+02  1.6265E+03 -5.7663E+02 -5.8837E+02  1.6266E+03
  114  4.2852E-02 -5.4417E+02  1.4601E+03 -5.4424E+02 -5.5557E+02  1.4601E+03
  115  4.5049E-02 -5.1344E+02  1.3059E+03 -5.1352E+02 -5.2444E+02  1.3061E+03
  116  4.7359E-02 -4.8430E+02  1.1641E+03 -4.8437E+02 -4.9489E+02  1.1642E+03
  117  4.9787E-02 -4.5665E+02  1.0344E+03 -4.5673E+02 -4.6684E+02  1.0346E+03
  118  5.2340E-02 -4.3043E+02  9.1681E+02 -4.3051E+02 -4.4023E+02  9.1692E+02
  119  5.5023E-02 -4.0557E+02  8.1085E+02 -4.0565E+02 -4.1499E+02  8.1102E+02
  120  5.7844E-02 -3.8200E+02  7.1617E+02 -3.8207E+02 -3.9104E+02  7.1629E+02
  121  6.0810E-02 -3.5965E+02  6.3224E+02 -3.5972E+02 -3.6833E+02  6.3242E+02
  122  6.3928E-02 -3.3846E+02  5.5846E+02 -3.3853E+02 -3.4679E+02  5.5860E+02
  123  6.7206E-02 -3.1837E+02  4.9416E+02 -3.1845E+02 -3.2638E+02  4.9434E+02
  124  7.0651E-02 -2.9933E+02  4.3858E+02 -2.9941E+02 -3.0704E+02  4.3873E+02
  125  7.4274E-02 -2.8129E+02  3.9094E+02 -2.8137E+02 -2.8872E+02  3.9112E+02
  126  7.8082E-02 -2.6420E+02  3.5040E+02 -2.6427E+02 -2.7136E+02  3.5054E+02
  127  8.2085E-02 -2.4800E+02  3.1612E+02 -2.4808E+02 -2.5493E+02  3.1630E+02
  128  8.6294E-02 -2.3266E+02  2.8726E+02 -2.3273E+02 -2.3938E+02  2.8740E+02
  129  9.0718E-02 -2.1813E+02  2.6300E+02 -2.1821E+02 -2.2466E+02  2.6317E+02
  130  9.5369E-02 -2.0438E+02  2.4255E+02 -2.0445E+02 -2.1074E+02  2.4268E+02
  131  1.0026E-01 -1.9136E+02  2.2517E+02 -1.9144E+02 -1.9757E+02  2.2533E+02
  132  1.0540E-01 -1.7905E+02  2.1019E+02 -1.7913E+02 -1.8513E+02  2.1031E+02
  133  1.1080E-01 -1.6741E+02  1.9700E+02 -1.6749E+02 -1.7336E+02  1.9715E+02
  134  1.1648E-01 -1.5642E+02  1.8510E+02 -1.5649E+02 -1.6225E+02  1.8521E+02
  135  1.2246E-01 -1.4603E+02  1.7404E+02 -1.4611E+02 -1.5175E+02  1.7417E+02
  136  1.2873E-01 -1.3624E+02  1.6347E+02 -1.3632E+02 -1.4184E+02  1.6357E+02
  137  1.3534E-01 -1.2700E+02  1.5315E+02 -1.2708E+02 -1.3249E+02  1.5327E+02
  138  1.4227E-01 -1.1830E+02  1.4290E+02 -1.1838E+02 -1.2367E+02  1.4299E+02
  139  1.4957E-01 -1.1011E+02  1.3260E+02 -1.1019E+02 -1.1536E+02  1.3271E+02
  140  1.5724E-01 -1.0242E+02  1.2224E+02 -1.0250E+02 -1.0752E+02  1.2232E+02
  141  1.6530E-01 -9.5188E+01  1.1183E+02 -9.5270E+01 -1.0015E+02  1.1193E+02
  142  1.7377E-01 -8.8405E+01  1.0145E+02 -8.8488E+01 -9.3218E+01  1.0152E+02
  143  1.8268E-01 -8.2047E+01  9.1177E+01 -8.2130E+01 -8.6700E+01  9.1264E+01
  144  1.9205E-01 -7.6092E+01  8.1147E+01 -7.6176E+01 -8.0576E+01  8.1217E+01
  145  2.0190E-01 -7.0520E+01  7.1483E+01 -7.0604E+01 -7.4826E+01  7.1565E+01
  146  2.1225E-01 -6.5308E+01  6.2310E+01 -6.5393E+01 -6.9431E+01  6.2378E+01
  147  2.2313E-01 -6.0436E+01  5.3742E+01 -6.0523E+01 -6.4372E+01  5.3822E+01
  148  2.3457E-01 -5.5884E+01  4.5874E+01 -5.5972E+01 -5.9628E+01  4.5941E+01
  149  2.4660E-01 -5.1631E+01  3.8776E+01 -5.1720E+01 -5.5184E+01  3.8854E+01
  150  2.5924E-01 -4.7658E+01  3.2493E+01 -4.7748E+01 -5.1019E+01  3.2560E+01
  151  2.7253E-01 -4.3945E+01  2.7040E+01 -4.4036E+01 -4.7120E+01  2.7114E+01
  152  2.8650E-01 -4.0476E+01  2.2405E+01 -4.0568E+01 -4.3471E+01  2.2468E+01
  153  3.0119E-01 -3.7231E+01  1.8549E+01 -3.7325E+01 -4.0057E+01  1.8617E+01
  154  3.1664E-01 -3.4197E+01  1.5415E+01 -3.4292E+01 -3.6867E+01  1.5472E+01
  155  3.3287E-01 -3.1358E+01  1.2926E+01 -3.1454E+01 -3.3888E+01  1.2985E+01
  156  3.4994E-01 -2.8701E+01  1.0997E+01 -2.8799E+01 -3.1111E+01  1.1044E+01
  157  3.6788E-01 -2.6215E+01  9.5341E+00 -2.6316E+01 -2.8524E+01  9.5805E+00
  158  3.8674E-01 -2.3890E+01  8.4461E+00 -2.3993E+01 -2.6117E+01  8.4815E+00
  159  4.0657E-01 -2.1717E+01  7.6446E+00 -2.1822E+01 -2.3880E+01  7.6770E+00
  160  4.2741E-01 -1.9689E+01  7.0494E+00 -1.9796E+01 -2.1800E+01  7.0712E+00
  161  4.4933E-01 -1.7800E+01  6.5915E+00 -1.7908E+01 -1.9870E+01  6.6094E+00
  162  4.7237E-01 -1.6043E+01  6.2144E+00 -1.6154E+01 -1.8078E+01  6.2225E+00
  163  4.9659E-01 -1.4415E+01  5.8746E+00 -1.4527E+01 -1.6418E+01  5.8788E+00
  164  5.2205E-01 -1.2910E+01  5.5416E+00 -1.3025E+01 -1.4879E+01  5.5379E+00
  165  5.4881E-01 -1.1525E+01  5.1965E+00 -1.1642E+01 -1.3459E+01  5.1897E+00
  166  5.7695E-01 -1.0255E+01  4.8302E+00 -1.0374E+01 -1.2148E+01  4.8177E+00
  167  6.0653E-01 -9.0971E+00  4.4416E+00 -9.2171E+00 -1.0945E+01  4.4275E+00
  168  6.3763E-01 -8.0453E+00  4.0349E+00 -8.1665E+00 -9.8418E+00  4.0177E+00
  169  6.7032E-01 -7.0950E+00  3.6183E+00 -7.2172E+00 -8.8355E+00  3.6014E+00
  170  7.0469E-01 -6.2407E+00  3.2015E+00 -6.3637E+00 -7.9202E+00  3.1838E+00
  171  7.4082E-01 -5.4769E+00  2.7945E+00 -5.6002E+00 -7.0914E+00  2.7787E+00
  172  7.7880E-01 -4.7972E+00  2.4063E+00 -4.9207E+00 -6.3431E+00  2.3918E+00
  173  8.1873E-01 -4.1953E+00  2.0444E+00 -4.3187E+00 -5.6703E+00  2.0330E+00
  174  8.6071E-01 -3.6647E+00  1.7143E+00 -3.7877E+00 -5.0669E+00  1.7053E+00
  175  9.0484E-01 -3.1989E+00  1.4192E+00 -3.3214E+00 -4.5277E+00  1.4139E+00
  176  9.5123E-01 -2.7914E+00  1.1607E+00 -2.9132E+00 -4.0468E+00  1.1582E+00
  177  1.0000E+00 -2.4360E+00  9.3823E-01 -2.5570E+00 -3.6191E+00  9.3920E-01
  178  1.0513E+00 -2.1266E+00  7.5016E-01 -2.2470E+00 -3.2392E+00  7.5380E-01
  179  1.1052E+00 -1.8577E+00  5.9376E-01 -1.9776E+00 -2.9024E+00  6.0024E-01
  180  1.1618E+00 -1.6241E+00  4.6573E-01 -1.7439E+00 -2.6040E+00  4.7428E-01
  181  1.2214E+00 -1.4213E+00  3.6244E-01 -1.5411E+00 -2.3402E+00  3.7303E-01
  182  1.2840E+00 -1.2449E+00  2.8023E-01 -1.3654E+00 -2.1070E+00  2.9221E-01
  183  1.3499E+00 -1.0912E+00  2.1562E-01 -1.2130E+00 -1.9015E+00  2.2889E-01
  184  1.4191E+00 -9.5714E-01  1.6540E-01 -1.0808E+00 -1.7204E+00  1.7948E-01
  185  1.4918E+00 -8.3983E-01  1.2676E-01 -9.6610E-01 -1.5616E+00  1.4158E-01
  186  1.5683E+00 -7.3689E-01  9.7260E-02 -8.6670E-01 -1.4226E+00  1.1253E-01
  187  1.6487E+00 -6.4632E-01  7.4886E-02 -7.8064E-01 -1.3017E+00  9.0630E-02
  188  1.7333E+00 -5.6641E-01  5.7986E-02 -7.0635E-01 -1.1971E+00  7.4097E-02
  189  1.8221E+00 -4.9575E-01  4.5242E-02 -6.4251E-01 -1.1076E+00  6.1846E-02
  190  1.9155E+00 -4.3315E-01  3.5622E-02 -5.8808E-01 -1.0319E+00  5.2785E-02
  191  2.0138E+00 -3.7761E-01  2.8332E-02 -5.4226E-01 -9.6872E-01  4.6277E-02
  192  2.1170E+00 -3.2831E-01  2.2768E-02 -5.0442E-01 -9.1271E-01  4.1719E-02
  193  2.2255E+00 -2.8455E-01  1.8481E-02 -4.7417E-01 -8.6579E-01  3.8779E-02
  194  2.3396E+00 -2.4572E-01  1.5136E-02 -4.5130E-01 -8.2625E-01  3.7174E-02
  195  2.4596E+00 -2.1134E-01  1.2490E-02 -4.3579E-01 -7.9690E-01  3.6759E-02
  196  2.5857E+00 -1.8094E-01  1.0365E-02 -4.2787E-01 -7.7955E-01  3.7469E-02
  197  2.7183E+00 -1.5416E-01  8.6338E-03 -4.2803E-01 -8.0557E-01  3.9239E-02
  198  2.8577E+00 -1.3063E-01  7.2042E-03 -4.3710E-01 -8.0557E-01  4.2099E-02
  199  3.0042E+00 -1.1006E-01  6.0106E-03 -4.5596E-01 -8.0557E-01  4.6153E-02
  200  3.1582E+00 -9.2148E-02  5.0057E-03 -4.9102E-01 -8.0557E-01  5.1598E-02
  201  3.3201E+00 -7.6642E-02  4.1548E-03  0.0000E+00 -8.0557E-01  0.0000E+00
  202  3.4903E+00 -6.3296E-02  3.4327E-03  0.0000E+00 -8.0557E-01  0.0000E+00
  203  3.6693E+00 -5.1883E-02  2.8198E-03  0.0000E+00 -8.0557E-01  0.0000E+00
  204  3.8574E+00 -4.2189E-02  2.3009E-03  0.0000E+00 -8.0557E-01  0.0000E+00
  205  4.0552E+00 -3.4017E-02  1.8635E-03  0.0000E+00 -8.0557E-01  0.0000E+00
  206  4.2631E+00 -2.7183E-02  1.4970E-03  0.0000E+00 -8.0557E-01  0.0000E+00
  207  4.4817E+00 -2.1515E-02  1.1920E-03  0.0000E+00 -8.0557E-01  0.0000E+00
  208  4.7115E+00 -1.6858E-02  9.4029E-04  0.0000E+00 -8.0557E-01  0.0000E+00
  209  4.9530E+00 -1.3067E-02  7.3436E-04  0.0000E+00 -8.0557E-01  0.0000E+00
  210  5.2070E+00 -1.0014E-02  5.6748E-04  0.0000E+00 -8.0557E-01  0.0000E+00
  211  5.4739E+00 -7.5817E-03  4.3361E-04  0.0000E+00 -8.0557E-01  0.0000E+00
  212  5.7546E+00 -5.6663E-03  3.2738E-04  0.0000E+00 -8.0557E-01  0.0000E+00
  213  6.0496E+00 -4.1769E-03  2.4402E-04  0.0000E+00 -8.0557E-01  0.0000E+00
  214  6.3598E+00 -3.0342E-03  1.7942E-04  0.0000E+00 -8.0557E-01  0.0000E+00
  215  6.6859E+00 -2.1699E-03  1.2999E-04  0.0000E+00 -8.0557E-01  0.0000E+00
  216  7.0287E+00 -1.5263E-03  9.2709E-05  0.0000E+00 -8.0557E-01  0.0000E+00
  217  7.3891E+00 -1.0547E-03  6.5009E-05  0.0000E+00 -8.0557E-01  0.0000E+00
  218  7.7679E+00 -7.1529E-04  4.4765E-05  0.0000E+00 -8.0557E-01  0.0000E+00
  219  8.1662E+00 -4.7551E-04  3.0229E-05  0.0000E+00 -8.0557E-01  0.0000E+00
  220  8.5849E+00 -3.0949E-04  1.9992E-05  0.0000E+00 -8.0557E-01  0.0000E+00
  221  9.0250E+00 -1.9696E-04  1.2931E-05  0.0000E+00 -8.0557E-01  0.0000E+00
  222  9.4877E+00 -1.2241E-04  8.1664E-06  0.0000E+00 -8.0557E-01  0.0000E+00
  223  9.9742E+00 -7.4202E-05  5.0286E-06  0.0000E+00 -8.0557E-01  0.0000E+00
  224  1.0486E+01 -4.3814E-05  3.0142E-06  0.0000E+00 -8.0557E-01  0.0000E+00
