natx =      461
    x       y        z       iph  
     -8.33680      4.16840      2.08420   2      9.55100
      4.16840      8.33680      2.08420   2      9.55100
     -4.16840      8.33680      2.08420   2      9.55100
      8.33680     -4.16840      2.08420   2      9.55100
     -8.33680     -4.16840      2.08420   2      9.55100
      4.16840     -8.33680      2.08420   2      9.55100
     -4.16840     -8.33680      2.08420   2      9.55100
      8.33680      2.08420      4.16840   2      9.55100
     -8.33680      2.08420      4.16840   2      9.55100
      2.08420      8.33680      4.16840   2      9.55100
     -2.08420      8.33680      4.16840   2      9.55100
      8.33680     -2.08420      4.16840   2      9.55100
     -8.33680     -2.08420      4.16840   2      9.55100
      2.08420     -8.33680      4.16840   2      9.55100
     -2.08420     -8.33680      4.16840   2      9.55100
      4.16840      2.08420      8.33680   2      9.55100
     -4.16840      2.08420      8.33680   2      9.55100
      2.08420      4.16840      8.33680   2      9.55100
     -2.08420      4.16840      8.33680   2      9.55100
      4.16840     -2.08420      8.33680   2      9.55100
     -4.16840     -2.08420      8.33680   2      9.55100
      2.08420     -4.16840      8.33680   2      9.55100
     -2.08420     -4.16840      8.33680   2      9.55100
      8.33680      4.16840     -2.08420   2      9.55100
     -8.33680      4.16840     -2.08420   2      9.55100
      4.16840      8.33680     -2.08420   2      9.55100
     -4.16840      8.33680     -2.08420   2      9.55100
      8.33680     -4.16840     -2.08420   2      9.55100
     -8.33680     -4.16840     -2.08420   2      9.55100
      4.16840     -8.33680     -2.08420   2      9.55100
     -4.16840     -8.33680     -2.08420   2      9.55100
      8.33680      2.08420     -4.16840   2      9.55100
     -8.33680      2.08420     -4.16840   2      9.55100
      2.08420      8.33680     -4.16840   2      9.55100
     -2.08420      8.33680     -4.16840   2      9.55100
      8.33680     -2.08420     -4.16840   2      9.55100
     -8.33680     -2.08420     -4.16840   2      9.55100
      2.08420     -8.33680     -4.16840   2      9.55100
     -2.08420     -8.33680     -4.16840   2      9.55100
      4.16840      2.08420     -8.33680   2      9.55100
     -4.16840      2.08420     -8.33680   2      9.55100
      2.08420      4.16840     -8.33680   2      9.55100
     -2.08420      4.16840     -8.33680   2      9.55100
      4.16840     -2.08420     -8.33680   2      9.55100
     -4.16840     -2.08420     -8.33680   2      9.55100
      2.08420     -4.16840     -8.33680   2      9.55100
     -2.08420     -4.16840     -8.33680   2      9.55100
      6.25260      6.25260      4.16840   1      9.77576
     -6.25260      6.25260      4.16840   1      9.77576
      6.25260     -6.25260      4.16840   1      9.77576
     -6.25260     -6.25260      4.16840   1      9.77576
      6.25260      4.16840      6.25260   1      9.77576
     -6.25260      4.16840      6.25260   1      9.77576
      4.16840      6.25260      6.25260   1      9.77576
     -4.16840      6.25260      6.25260   1      9.77576
      6.25260     -4.16840      6.25260   1      9.77576
     -6.25260     -4.16840      6.25260   1      9.77576
      4.16840     -6.25260      6.25260   1      9.77576
     -4.16840     -6.25260      6.25260   1      9.77576
      6.25260      6.25260     -4.16840   1      9.77576
     -6.25260      6.25260     -4.16840   1      9.77576
      6.25260     -6.25260     -4.16840   1      9.77576
     -6.25260     -6.25260     -4.16840   1      9.77576
      6.25260      4.16840     -6.25260   1      9.77576
     -6.25260      4.16840     -6.25260   1      9.77576
      4.16840      6.25260     -6.25260   1      9.77576
     -4.16840      6.25260     -6.25260   1      9.77576
      6.25260     -4.16840     -6.25260   1      9.77576
     -6.25260     -4.16840     -6.25260   1      9.77576
      4.16840     -6.25260     -6.25260   1      9.77576
     -4.16840     -6.25260     -6.25260   1      9.77576
