# Loss function from file ../../../EpsInv/opconsKK.dat located in directory
# /home/hebhop/Research/SE_Runs/Cu/Feff/FMS/NewFEFF90
#
# Header from ../../../EpsInv/opconsKK.dat
###############################################################################################
# name:     copper
# formula:  Cu
# sites:    Cu1
# refer1:   Kittel, ISSP
# refer2:
# schoen:
# notes1:   metal, fcc
# POT  SCF  30  5.8000   0, core-hole, AFOLP (folp(0)= 1.150)
#   omega (eV)      epsilon_1       epsilon_2       n               kappa           mu (cm^(-1))    R               epsinv   
###############################################################################################
#
# omega	-Im[eps**{-1}]
0.219788E+05 0.193938E-06
0.219872E+05 0.193646E-06
0.219956E+05 0.193354E-06
0.220040E+05 0.193063E-06
0.220124E+05 0.192772E-06
0.220209E+05 0.192481E-06
0.220293E+05 0.192190E-06
0.220377E+05 0.191900E-06
0.220462E+05 0.191610E-06
0.220546E+05 0.191320E-06
0.220630E+05 0.191031E-06
0.220715E+05 0.190742E-06
0.220799E+05 0.190453E-06
0.220884E+05 0.190165E-06
0.220968E+05 0.189877E-06
0.221053E+05 0.189589E-06
0.221137E+05 0.189301E-06
0.221222E+05 0.189014E-06
0.221306E+05 0.188727E-06
0.221391E+05 0.188440E-06
0.221476E+05 0.188154E-06
0.221560E+05 0.187868E-06
0.221645E+05 0.187582E-06
0.221730E+05 0.187296E-06
0.221814E+05 0.187011E-06
0.221899E+05 0.186726E-06
0.221984E+05 0.186441E-06
0.222069E+05 0.186157E-06
0.222154E+05 0.185873E-06
0.222239E+05 0.185589E-06
0.222323E+05 0.185305E-06
0.222408E+05 0.185022E-06
0.222493E+05 0.184739E-06
0.222578E+05 0.184457E-06
0.222663E+05 0.184177E-06
0.222748E+05 0.183906E-06
0.222834E+05 0.183635E-06
0.222919E+05 0.183364E-06
0.223004E+05 0.183093E-06
0.223089E+05 0.182823E-06
0.223174E+05 0.182553E-06
0.223259E+05 0.182283E-06
0.223345E+05 0.182014E-06
0.223430E+05 0.181744E-06
0.223515E+05 0.181476E-06
0.223600E+05 0.181207E-06
0.223686E+05 0.180938E-06
0.223771E+05 0.180670E-06
0.223857E+05 0.180402E-06
0.223942E+05 0.180135E-06
0.224028E+05 0.179868E-06
0.224113E+05 0.179601E-06
0.224199E+05 0.179334E-06
0.224284E+05 0.179067E-06
0.224370E+05 0.178801E-06
0.224455E+05 0.178535E-06
0.224541E+05 0.178269E-06
0.224627E+05 0.178004E-06
0.224712E+05 0.177739E-06
0.224798E+05 0.177474E-06
0.224884E+05 0.177209E-06
0.224969E+05 0.176945E-06
0.225055E+05 0.176681E-06
0.225141E+05 0.176417E-06
0.225227E+05 0.176153E-06
0.225313E+05 0.175890E-06
0.225399E+05 0.175627E-06
0.225485E+05 0.175364E-06
0.225570E+05 0.175102E-06
0.225656E+05 0.174840E-06
0.225742E+05 0.174578E-06
0.225828E+05 0.174316E-06
0.225915E+05 0.174054E-06
0.226001E+05 0.173793E-06
0.226087E+05 0.173532E-06
0.226173E+05 0.173272E-06
0.226259E+05 0.173011E-06
0.226345E+05 0.172751E-06
0.226431E+05 0.172491E-06
0.226518E+05 0.172232E-06
0.226604E+05 0.171973E-06
0.226690E+05 0.171714E-06
0.226777E+05 0.171455E-06
0.226863E+05 0.171196E-06
0.226949E+05 0.170938E-06
0.227036E+05 0.170680E-06
0.227122E+05 0.170422E-06
0.227209E+05 0.170165E-06
0.227295E+05 0.169908E-06
0.227382E+05 0.169651E-06
0.227468E+05 0.169394E-06
0.227555E+05 0.169137E-06
0.227641E+05 0.168881E-06
0.227728E+05 0.168625E-06
0.227815E+05 0.168370E-06
0.227901E+05 0.168114E-06
0.227988E+05 0.167859E-06
0.228075E+05 0.167604E-06
0.228162E+05 0.167350E-06
0.228248E+05 0.167095E-06
0.228335E+05 0.166841E-06
0.228422E+05 0.166587E-06
0.228509E+05 0.166334E-06
0.228596E+05 0.166080E-06
0.228683E+05 0.165827E-06
0.228770E+05 0.165575E-06
0.228857E+05 0.165326E-06
0.228944E+05 0.165082E-06
0.229031E+05 0.164839E-06
0.229118E+05 0.164596E-06
0.229205E+05 0.164354E-06
0.229292E+05 0.164112E-06
0.229379E+05 0.163870E-06
0.229466E+05 0.163628E-06
0.229554E+05 0.163386E-06
0.229641E+05 0.163145E-06
0.229728E+05 0.162904E-06
0.229815E+05 0.162663E-06
0.229903E+05 0.162423E-06
0.229990E+05 0.162182E-06
0.230077E+05 0.161942E-06
0.230165E+05 0.161703E-06
0.230252E+05 0.161463E-06
0.230339E+05 0.161224E-06
0.230427E+05 0.160985E-06
0.230514E+05 0.160746E-06
0.230602E+05 0.160507E-06
0.230689E+05 0.160269E-06
0.230777E+05 0.160031E-06
0.230865E+05 0.159793E-06
0.230952E+05 0.159555E-06
0.231040E+05 0.159318E-06
0.231128E+05 0.159081E-06
0.231215E+05 0.158844E-06
0.231303E+05 0.158607E-06
0.231391E+05 0.158371E-06
0.231479E+05 0.158134E-06
0.231566E+05 0.157898E-06
0.231654E+05 0.157663E-06
0.231742E+05 0.157427E-06
0.231830E+05 0.157192E-06
0.231918E+05 0.156957E-06
0.232006E+05 0.156722E-06
0.232094E+05 0.156488E-06
0.232182E+05 0.156253E-06
0.232270E+05 0.156019E-06
0.232358E+05 0.155786E-06
0.232446E+05 0.155552E-06
0.232534E+05 0.155319E-06
0.232622E+05 0.155085E-06
0.232710E+05 0.154853E-06
0.232799E+05 0.154620E-06
0.232887E+05 0.154388E-06
0.232975E+05 0.154155E-06
0.233063E+05 0.153924E-06
0.233152E+05 0.153692E-06
0.233240E+05 0.153460E-06
0.233328E+05 0.153229E-06
0.233417E+05 0.152998E-06
0.233505E+05 0.152767E-06
0.233593E+05 0.152537E-06
0.233682E+05 0.152307E-06
0.233770E+05 0.152077E-06
0.233859E+05 0.151847E-06
0.233948E+05 0.151617E-06
0.234036E+05 0.151388E-06
0.234125E+05 0.151159E-06
0.234213E+05 0.150930E-06
0.234302E+05 0.150701E-06
0.234391E+05 0.150473E-06
0.234479E+05 0.150245E-06
0.234568E+05 0.150017E-06
0.234657E+05 0.149789E-06
0.234746E+05 0.149562E-06
0.234834E+05 0.149334E-06
0.234923E+05 0.149107E-06
0.235012E+05 0.148881E-06
0.235101E+05 0.148663E-06
0.235190E+05 0.148444E-06
0.235279E+05 0.148226E-06
0.235368E+05 0.148009E-06
0.235457E+05 0.147791E-06
0.235546E+05 0.147574E-06
0.235635E+05 0.147357E-06
0.235724E+05 0.147140E-06
0.235813E+05 0.146923E-06
0.235902E+05 0.146707E-06
0.235992E+05 0.146490E-06
0.236081E+05 0.146274E-06
0.236170E+05 0.146058E-06
0.236259E+05 0.145843E-06
0.236349E+05 0.145627E-06
0.236438E+05 0.145412E-06
0.236527E+05 0.145197E-06
0.236617E+05 0.144983E-06
0.236706E+05 0.144768E-06
0.236795E+05 0.144554E-06
0.236885E+05 0.144340E-06
0.236974E+05 0.144126E-06
0.237064E+05 0.143912E-06
0.237153E+05 0.143699E-06
0.237243E+05 0.143486E-06
0.237332E+05 0.143273E-06
0.237422E+05 0.143060E-06
0.237512E+05 0.142847E-06
0.237601E+05 0.142635E-06
0.237691E+05 0.142423E-06
0.237781E+05 0.142211E-06
0.237870E+05 0.141999E-06
0.237960E+05 0.141788E-06
0.238050E+05 0.141577E-06
0.238140E+05 0.141366E-06
0.238230E+05 0.141155E-06
0.238320E+05 0.140944E-06
0.238410E+05 0.140734E-06
0.238499E+05 0.140524E-06
0.238589E+05 0.140314E-06
0.238679E+05 0.140104E-06
0.238769E+05 0.139894E-06
0.238859E+05 0.139685E-06
0.238950E+05 0.139476E-06
0.239040E+05 0.139267E-06
0.239130E+05 0.139058E-06
0.239220E+05 0.138850E-06
0.239310E+05 0.138641E-06
0.239400E+05 0.138433E-06
0.239491E+05 0.138226E-06
0.239581E+05 0.138018E-06
0.239671E+05 0.137811E-06
0.239761E+05 0.137603E-06
0.239852E+05 0.137396E-06
0.239942E+05 0.137189E-06
0.240032E+05 0.136983E-06
0.240123E+05 0.136776E-06
0.240213E+05 0.136570E-06
0.240304E+05 0.136364E-06
0.240394E+05 0.136159E-06
0.240485E+05 0.135953E-06
0.240575E+05 0.135748E-06
0.240666E+05 0.135543E-06
0.240757E+05 0.135338E-06
0.240847E+05 0.135133E-06
0.240938E+05 0.134929E-06
0.241029E+05 0.134724E-06
0.241119E+05 0.134520E-06
0.241210E+05 0.134318E-06
0.241301E+05 0.134121E-06
0.241392E+05 0.133924E-06
0.241483E+05 0.133728E-06
0.241573E+05 0.133532E-06
0.241664E+05 0.133336E-06
0.241755E+05 0.133140E-06
0.241846E+05 0.132945E-06
0.241937E+05 0.132750E-06
0.242028E+05 0.132555E-06
0.242119E+05 0.132360E-06
0.242210E+05 0.132165E-06
0.242301E+05 0.131970E-06
0.242392E+05 0.131776E-06
0.242483E+05 0.131582E-06
0.242575E+05 0.131388E-06
0.242666E+05 0.131194E-06
0.242757E+05 0.131001E-06
0.242848E+05 0.130807E-06
0.242940E+05 0.130614E-06
0.243031E+05 0.130421E-06
0.243122E+05 0.130229E-06
0.243213E+05 0.130036E-06
0.243305E+05 0.129844E-06
0.243396E+05 0.129651E-06
0.243488E+05 0.129459E-06
0.243579E+05 0.129268E-06
0.243671E+05 0.129076E-06
0.243762E+05 0.128885E-06
0.243854E+05 0.128693E-06
0.243945E+05 0.128502E-06
0.244037E+05 0.128312E-06
0.244128E+05 0.128121E-06
0.244220E+05 0.127931E-06
0.244312E+05 0.127740E-06
0.244403E+05 0.127550E-06
0.244495E+05 0.127361E-06
0.244587E+05 0.127171E-06
0.244679E+05 0.126981E-06
0.244771E+05 0.126792E-06
0.244862E+05 0.126603E-06
0.244954E+05 0.126414E-06
0.245046E+05 0.126226E-06
0.245138E+05 0.126037E-06
0.245230E+05 0.125849E-06
0.245322E+05 0.125661E-06
0.245414E+05 0.125473E-06
0.245506E+05 0.125285E-06
0.245598E+05 0.125097E-06
0.245690E+05 0.124910E-06
0.245782E+05 0.124723E-06
0.245874E+05 0.124536E-06
0.245967E+05 0.124349E-06
0.246059E+05 0.124162E-06
0.246151E+05 0.123976E-06
0.246243E+05 0.123790E-06
0.246335E+05 0.123604E-06
0.246428E+05 0.123418E-06
0.246520E+05 0.123232E-06
0.246612E+05 0.123047E-06
0.246705E+05 0.122862E-06
0.246797E+05 0.122677E-06
0.246890E+05 0.122492E-06
0.246982E+05 0.122307E-06
0.247075E+05 0.122122E-06
0.247167E+05 0.121938E-06
0.247260E+05 0.121754E-06
0.247352E+05 0.121570E-06
0.247445E+05 0.121391E-06
0.247538E+05 0.121214E-06
0.247630E+05 0.121037E-06
0.247723E+05 0.120860E-06
0.247816E+05 0.120683E-06
0.247908E+05 0.120507E-06
0.248001E+05 0.120331E-06
0.248094E+05 0.120155E-06
0.248187E+05 0.119979E-06
0.248279E+05 0.119803E-06
0.248372E+05 0.119627E-06
0.248465E+05 0.119452E-06
0.248558E+05 0.119277E-06
0.248651E+05 0.119102E-06
0.248744E+05 0.118927E-06
0.248837E+05 0.118752E-06
0.248930E+05 0.118577E-06
0.249023E+05 0.118403E-06
0.249116E+05 0.118229E-06
0.249209E+05 0.118055E-06
0.249303E+05 0.117881E-06
0.249396E+05 0.117708E-06
0.249489E+05 0.117534E-06
0.249582E+05 0.117361E-06
0.249675E+05 0.117188E-06
0.249769E+05 0.117015E-06
0.249862E+05 0.116842E-06
0.249955E+05 0.116669E-06
0.250049E+05 0.116497E-06
0.250142E+05 0.116325E-06
0.250236E+05 0.116153E-06
0.250329E+05 0.115981E-06
0.250422E+05 0.115809E-06
0.250516E+05 0.115638E-06
0.250609E+05 0.115466E-06
0.250703E+05 0.115295E-06
0.250797E+05 0.115124E-06
0.250890E+05 0.114953E-06
0.250984E+05 0.114783E-06
0.251077E+05 0.114612E-06
0.251171E+05 0.114442E-06
0.251265E+05 0.114272E-06
0.251359E+05 0.114102E-06
0.251452E+05 0.113932E-06
0.251546E+05 0.113762E-06
0.251640E+05 0.113593E-06
0.251734E+05 0.113424E-06
0.251828E+05 0.113254E-06
0.251922E+05 0.113085E-06
0.252016E+05 0.112917E-06
0.252110E+05 0.112748E-06
0.252204E+05 0.112580E-06
0.252298E+05 0.112411E-06
0.252392E+05 0.112243E-06
0.252486E+05 0.112075E-06
0.252580E+05 0.111908E-06
0.252674E+05 0.111740E-06
0.252768E+05 0.111573E-06
0.252862E+05 0.111405E-06
0.252956E+05 0.111238E-06
0.253051E+05 0.111072E-06
0.253145E+05 0.110905E-06
0.253239E+05 0.110738E-06
0.253333E+05 0.110572E-06
0.253428E+05 0.110406E-06
0.253522E+05 0.110240E-06
0.253617E+05 0.110077E-06
0.253711E+05 0.109917E-06
0.253805E+05 0.109756E-06
0.253900E+05 0.109596E-06
0.253994E+05 0.109437E-06
0.254089E+05 0.109277E-06
0.254184E+05 0.109117E-06
0.254278E+05 0.108958E-06
0.254373E+05 0.108799E-06
0.254467E+05 0.108640E-06
0.254562E+05 0.108481E-06
0.254657E+05 0.108322E-06
0.254751E+05 0.108164E-06
0.254846E+05 0.108005E-06
0.254941E+05 0.107847E-06
0.255036E+05 0.107689E-06
0.255131E+05 0.107531E-06
0.255225E+05 0.107373E-06
0.255320E+05 0.107216E-06
0.255415E+05 0.107058E-06
0.255510E+05 0.106901E-06
0.255605E+05 0.106744E-06
0.255700E+05 0.106587E-06
0.255795E+05 0.106430E-06
0.255890E+05 0.106274E-06
0.255985E+05 0.106117E-06
0.256080E+05 0.105961E-06
0.256176E+05 0.105805E-06
0.256271E+05 0.105649E-06
0.256366E+05 0.105493E-06
0.256461E+05 0.105337E-06
0.256556E+05 0.105182E-06
0.256652E+05 0.105026E-06
0.256747E+05 0.104871E-06
0.256842E+05 0.104716E-06
0.256938E+05 0.104561E-06
0.257033E+05 0.104406E-06
0.257128E+05 0.104252E-06
0.257224E+05 0.104097E-06
0.257319E+05 0.103943E-06
0.257415E+05 0.103789E-06
0.257510E+05 0.103635E-06
0.257606E+05 0.103481E-06
0.257701E+05 0.103328E-06
0.257797E+05 0.103174E-06
0.257892E+05 0.103021E-06
0.257988E+05 0.102868E-06
0.258084E+05 0.102715E-06
0.258180E+05 0.102562E-06
0.258275E+05 0.102409E-06
0.258371E+05 0.102256E-06
0.258467E+05 0.102104E-06
0.258563E+05 0.101952E-06
0.258658E+05 0.101800E-06
0.258754E+05 0.101648E-06
0.258850E+05 0.101496E-06
0.258946E+05 0.101344E-06
0.259042E+05 0.101193E-06
0.259138E+05 0.101041E-06
0.259234E+05 0.100890E-06
0.259330E+05 0.100739E-06
0.259426E+05 0.100588E-06
0.259522E+05 0.100438E-06
0.259618E+05 0.100287E-06
0.259714E+05 0.100137E-06
0.259811E+05 0.999899E-07
0.259907E+05 0.998448E-07
0.260003E+05 0.996998E-07
0.260099E+05 0.995550E-07
0.260195E+05 0.994104E-07
0.260292E+05 0.992658E-07
0.260388E+05 0.991215E-07
0.260484E+05 0.989772E-07
0.260581E+05 0.988331E-07
0.260677E+05 0.986892E-07
0.260774E+05 0.985454E-07
0.260870E+05 0.984017E-07
0.260967E+05 0.982583E-07
0.261063E+05 0.981149E-07
0.261160E+05 0.979717E-07
0.261256E+05 0.978286E-07
0.261353E+05 0.976857E-07
0.261450E+05 0.975429E-07
0.261546E+05 0.974003E-07
0.261643E+05 0.972578E-07
0.261740E+05 0.971154E-07
0.261836E+05 0.969732E-07
0.261933E+05 0.968312E-07
0.262030E+05 0.966892E-07
0.262127E+05 0.965475E-07
0.262223E+05 0.964058E-07
0.262320E+05 0.962643E-07
0.262417E+05 0.961230E-07
0.262514E+05 0.959818E-07
0.262611E+05 0.958407E-07
0.262708E+05 0.956998E-07
0.262805E+05 0.955590E-07
0.262902E+05 0.954184E-07
0.262999E+05 0.952779E-07
0.263096E+05 0.951376E-07
0.263193E+05 0.949974E-07
0.263291E+05 0.948573E-07
0.263388E+05 0.947174E-07
0.263485E+05 0.945776E-07
0.263582E+05 0.944379E-07
0.263679E+05 0.942985E-07
0.263777E+05 0.941591E-07
0.263874E+05 0.940199E-07
0.263971E+05 0.938808E-07
0.264069E+05 0.937419E-07
0.264166E+05 0.936031E-07
0.264263E+05 0.934644E-07
0.264361E+05 0.933259E-07
0.264458E+05 0.931876E-07
0.264556E+05 0.930493E-07
0.264653E+05 0.929112E-07
0.264751E+05 0.927733E-07
0.264849E+05 0.926354E-07
0.264946E+05 0.924977E-07
0.265044E+05 0.923602E-07
0.265141E+05 0.922228E-07
0.265239E+05 0.920856E-07
0.265337E+05 0.919485E-07
0.265435E+05 0.918115E-07
0.265532E+05 0.916746E-07
0.265630E+05 0.915379E-07
0.265728E+05 0.914014E-07
0.265826E+05 0.912649E-07
0.265924E+05 0.911286E-07
0.266022E+05 0.909966E-07
0.266120E+05 0.908648E-07
0.266217E+05 0.907333E-07
0.266315E+05 0.906018E-07
0.266413E+05 0.904705E-07
0.266512E+05 0.903393E-07
0.266610E+05 0.902083E-07
0.266708E+05 0.900774E-07
0.266806E+05 0.899466E-07
0.266904E+05 0.898160E-07
0.267002E+05 0.896855E-07
0.267100E+05 0.895551E-07
0.267199E+05 0.894248E-07
0.267297E+05 0.892947E-07
0.267395E+05 0.891647E-07
0.267493E+05 0.890348E-07
0.267592E+05 0.889051E-07
0.267690E+05 0.887755E-07
0.267788E+05 0.886460E-07
0.267887E+05 0.885167E-07
0.267985E+05 0.883875E-07
0.268084E+05 0.882584E-07
0.268182E+05 0.881295E-07
0.268281E+05 0.880007E-07
0.268379E+05 0.878720E-07
0.268478E+05 0.877434E-07
0.268577E+05 0.876150E-07
0.268675E+05 0.874867E-07
0.268774E+05 0.873585E-07
0.268873E+05 0.872305E-07
0.268971E+05 0.871026E-07
0.269070E+05 0.869748E-07
0.269169E+05 0.868472E-07
0.269268E+05 0.867197E-07
0.269366E+05 0.865922E-07
0.269465E+05 0.864650E-07
0.269564E+05 0.863379E-07
0.269663E+05 0.862108E-07
0.269762E+05 0.860839E-07
0.269861E+05 0.859572E-07
0.269960E+05 0.858306E-07
0.270059E+05 0.857041E-07
0.270158E+05 0.855777E-07
0.270257E+05 0.854515E-07
0.270356E+05 0.853254E-07
0.270455E+05 0.851994E-07
0.270555E+05 0.850735E-07
0.270654E+05 0.849478E-07
0.270753E+05 0.848222E-07
0.270852E+05 0.846967E-07
0.270951E+05 0.845713E-07
0.271051E+05 0.844461E-07
0.271150E+05 0.843210E-07
0.271249E+05 0.841960E-07
0.271349E+05 0.840712E-07
0.271448E+05 0.839465E-07
0.271548E+05 0.838219E-07
0.271647E+05 0.836974E-07
0.271747E+05 0.835731E-07
0.271846E+05 0.834489E-07
0.271946E+05 0.833248E-07
0.272045E+05 0.832008E-07
0.272145E+05 0.830782E-07
0.272244E+05 0.829584E-07
0.272344E+05 0.828388E-07
0.272444E+05 0.827192E-07
0.272543E+05 0.825998E-07
0.272643E+05 0.824805E-07
0.272743E+05 0.823614E-07
0.272843E+05 0.822423E-07
0.272942E+05 0.821234E-07
0.273042E+05 0.820045E-07
0.273142E+05 0.818859E-07
0.273242E+05 0.817673E-07
0.273342E+05 0.816488E-07
0.273442E+05 0.815305E-07
0.273542E+05 0.814123E-07
0.273642E+05 0.812942E-07
0.273742E+05 0.811762E-07
0.273842E+05 0.810584E-07
0.273942E+05 0.809406E-07
0.274042E+05 0.808230E-07
0.274142E+05 0.807055E-07
0.274242E+05 0.805881E-07
0.274343E+05 0.804708E-07
0.274443E+05 0.803537E-07
0.274543E+05 0.802367E-07
0.274643E+05 0.801197E-07
0.274744E+05 0.800029E-07
0.274844E+05 0.798862E-07
0.274944E+05 0.797697E-07
0.275045E+05 0.796532E-07
0.275145E+05 0.795369E-07
0.275246E+05 0.794207E-07
0.275346E+05 0.793046E-07
0.275446E+05 0.791886E-07
0.275547E+05 0.790728E-07
0.275648E+05 0.789570E-07
0.275748E+05 0.788414E-07
0.275849E+05 0.787259E-07
0.275949E+05 0.786105E-07
0.276050E+05 0.784952E-07
0.276151E+05 0.783801E-07
0.276251E+05 0.782650E-07
0.276352E+05 0.781501E-07
0.276453E+05 0.780353E-07
0.276554E+05 0.779206E-07
0.276654E+05 0.778060E-07
0.276755E+05 0.776915E-07
0.276856E+05 0.775772E-07
0.276957E+05 0.774629E-07
0.277058E+05 0.773488E-07
0.277159E+05 0.772348E-07
0.277260E+05 0.771209E-07
0.277361E+05 0.770071E-07
0.277462E+05 0.768935E-07
0.277563E+05 0.767799E-07
0.277664E+05 0.766665E-07
0.277765E+05 0.765531E-07
0.277866E+05 0.764400E-07
0.277968E+05 0.763268E-07
0.278069E+05 0.762139E-07
0.278170E+05 0.761010E-07
0.278271E+05 0.759883E-07
0.278372E+05 0.758782E-07
0.278474E+05 0.757692E-07
0.278575E+05 0.756603E-07
0.278676E+05 0.755515E-07
0.278778E+05 0.754429E-07
0.278879E+05 0.753343E-07
0.278981E+05 0.752259E-07
0.279082E+05 0.751175E-07
0.279184E+05 0.750093E-07
0.279285E+05 0.749011E-07
0.279387E+05 0.747932E-07
0.279488E+05 0.746852E-07
0.279590E+05 0.745774E-07
0.279692E+05 0.744697E-07
0.279793E+05 0.743621E-07
0.279895E+05 0.742547E-07
0.279997E+05 0.741473E-07
0.280098E+05 0.740400E-07
0.280200E+05 0.739329E-07
0.280302E+05 0.738258E-07
0.280404E+05 0.737189E-07
0.280506E+05 0.736120E-07
0.280607E+05 0.735053E-07
0.280709E+05 0.733987E-07
0.280811E+05 0.732922E-07
0.280913E+05 0.731858E-07
0.281015E+05 0.730795E-07
0.281117E+05 0.729733E-07
0.281219E+05 0.728672E-07
0.281321E+05 0.727612E-07
0.281423E+05 0.726554E-07
0.281526E+05 0.725496E-07
0.281628E+05 0.724440E-07
0.281730E+05 0.723384E-07
0.281832E+05 0.722329E-07
0.281934E+05 0.721276E-07
0.282037E+05 0.720223E-07
0.282139E+05 0.719173E-07
0.282241E+05 0.718122E-07
0.282343E+05 0.717073E-07
0.282446E+05 0.716025E-07
0.282548E+05 0.714978E-07
0.282651E+05 0.713932E-07
0.282753E+05 0.712886E-07
0.282856E+05 0.711843E-07
0.282958E+05 0.710800E-07
0.283061E+05 0.709758E-07
0.283163E+05 0.708717E-07
0.283266E+05 0.707677E-07
0.283368E+05 0.706638E-07
0.283471E+05 0.705601E-07
0.283574E+05 0.704564E-07
0.283676E+05 0.703529E-07
0.283779E+05 0.702494E-07
0.283882E+05 0.701461E-07
0.283985E+05 0.700428E-07
0.284087E+05 0.699397E-07
0.284190E+05 0.698366E-07
0.284293E+05 0.697337E-07
0.284396E+05 0.696309E-07
0.284499E+05 0.695287E-07
0.284602E+05 0.694292E-07
0.284705E+05 0.693299E-07
0.284808E+05 0.692306E-07
0.284911E+05 0.691315E-07
0.285014E+05 0.690324E-07
0.285117E+05 0.689335E-07
0.285220E+05 0.688347E-07
0.285323E+05 0.687359E-07
0.285426E+05 0.686372E-07
0.285529E+05 0.685387E-07
0.285633E+05 0.684402E-07
0.285736E+05 0.683419E-07
0.285839E+05 0.682436E-07
0.285942E+05 0.681454E-07
0.286046E+05 0.680474E-07
0.286149E+05 0.679494E-07
0.286252E+05 0.678515E-07
0.286356E+05 0.677538E-07
0.286459E+05 0.676561E-07
0.286563E+05 0.675586E-07
0.286666E+05 0.674611E-07
0.286770E+05 0.673637E-07
0.286873E+05 0.672664E-07
0.286977E+05 0.671692E-07
0.287080E+05 0.670721E-07
0.287184E+05 0.669752E-07
0.287288E+05 0.668782E-07
0.287391E+05 0.667814E-07
0.287495E+05 0.666847E-07
0.287599E+05 0.665882E-07
0.287702E+05 0.664916E-07
0.287806E+05 0.663952E-07
0.287910E+05 0.662989E-07
0.288014E+05 0.662027E-07
0.288118E+05 0.661066E-07
0.288222E+05 0.660105E-07
0.288326E+05 0.659146E-07
0.288430E+05 0.658188E-07
0.288533E+05 0.657231E-07
0.288638E+05 0.656274E-07
0.288742E+05 0.655319E-07
0.288846E+05 0.654364E-07
0.288950E+05 0.653411E-07
0.289054E+05 0.652458E-07
0.289158E+05 0.651507E-07
0.289262E+05 0.650556E-07
0.289366E+05 0.649607E-07
0.289470E+05 0.648658E-07
0.289575E+05 0.647710E-07
0.289679E+05 0.646763E-07
0.289783E+05 0.645817E-07
0.289888E+05 0.644872E-07
0.289992E+05 0.643928E-07
0.290096E+05 0.642985E-07
0.290201E+05 0.642043E-07
0.290305E+05 0.641102E-07
0.290410E+05 0.640162E-07
0.290514E+05 0.639222E-07
0.290619E+05 0.638284E-07
0.290723E+05 0.637361E-07
0.290828E+05 0.636453E-07
0.290932E+05 0.635544E-07
0.291037E+05 0.634637E-07
0.291142E+05 0.633731E-07
0.291246E+05 0.632826E-07
0.291351E+05 0.631922E-07
0.291456E+05 0.631018E-07
0.291560E+05 0.630116E-07
0.291665E+05 0.629214E-07
0.291770E+05 0.628314E-07
0.291875E+05 0.627414E-07
0.291980E+05 0.626515E-07
0.292085E+05 0.625617E-07
0.292190E+05 0.624719E-07
0.292295E+05 0.623823E-07
0.292399E+05 0.622928E-07
0.292504E+05 0.622034E-07
0.292610E+05 0.621140E-07
0.292715E+05 0.620247E-07
0.292820E+05 0.619356E-07
0.292925E+05 0.618465E-07
0.293030E+05 0.617575E-07
0.293135E+05 0.616686E-07
0.293240E+05 0.615797E-07
0.293346E+05 0.614910E-07
0.293451E+05 0.614023E-07
0.293556E+05 0.613138E-07
0.293661E+05 0.612253E-07
0.293767E+05 0.611369E-07
0.293872E+05 0.610487E-07
0.293977E+05 0.609605E-07
0.294083E+05 0.608723E-07
0.294188E+05 0.607843E-07
0.294294E+05 0.606964E-07
0.294399E+05 0.606085E-07
0.294505E+05 0.605207E-07
0.294610E+05 0.604331E-07
0.294716E+05 0.603455E-07
0.294821E+05 0.602580E-07
0.294927E+05 0.601706E-07
0.295033E+05 0.600833E-07
0.295138E+05 0.599960E-07
0.295244E+05 0.599089E-07
0.295350E+05 0.598218E-07
0.295456E+05 0.597348E-07
0.295561E+05 0.596479E-07
0.295667E+05 0.595611E-07
0.295773E+05 0.594744E-07
0.295879E+05 0.593878E-07
0.295985E+05 0.593012E-07
0.296091E+05 0.592148E-07
0.296197E+05 0.591284E-07
0.296303E+05 0.590421E-07
0.296409E+05 0.589559E-07
0.296515E+05 0.588698E-07
0.296621E+05 0.587837E-07
0.296727E+05 0.586978E-07
0.296833E+05 0.586119E-07
0.296939E+05 0.585283E-07
0.297045E+05 0.584451E-07
0.297152E+05 0.583620E-07
0.297258E+05 0.582790E-07
0.297364E+05 0.581961E-07
0.297470E+05 0.581132E-07
0.297577E+05 0.580305E-07
0.297683E+05 0.579478E-07
0.297789E+05 0.578652E-07
0.297896E+05 0.577827E-07
0.298002E+05 0.577002E-07
0.298109E+05 0.576179E-07
0.298215E+05 0.575356E-07
0.298322E+05 0.574534E-07
0.298428E+05 0.573713E-07
0.298535E+05 0.572893E-07
0.298641E+05 0.572074E-07
0.298748E+05 0.571255E-07
0.298854E+05 0.570437E-07
0.298961E+05 0.569620E-07
0.299068E+05 0.568804E-07
0.299175E+05 0.567989E-07
0.299281E+05 0.567174E-07
0.299388E+05 0.566361E-07
0.299495E+05 0.565548E-07
0.299602E+05 0.564736E-07
0.299709E+05 0.563924E-07
0.299815E+05 0.563114E-07
0.299922E+05 0.562304E-07
0.300029E+05 0.561495E-07
0.300136E+05 0.560687E-07
0.300243E+05 0.559880E-07
0.300350E+05 0.559074E-07
0.300457E+05 0.558268E-07
0.300564E+05 0.557463E-07
0.300671E+05 0.556659E-07
0.300779E+05 0.555855E-07
0.300886E+05 0.555053E-07
0.300993E+05 0.554251E-07
0.301100E+05 0.553450E-07
0.301207E+05 0.552650E-07
0.301315E+05 0.551851E-07
0.301422E+05 0.551053E-07
0.301529E+05 0.550255E-07
0.301637E+05 0.549458E-07
0.301744E+05 0.548662E-07
