# Loss function from file ../../../EpsInv/opconsKK.dat located in directory
# /home/hebhop/Research/SE_Runs/Cu/Feff/FMS/NewFEFF90
#
# Header from ../../../EpsInv/opconsKK.dat
###############################################################################################
# name:     copper
# formula:  Cu
# sites:    Cu1
# refer1:   Kittel, ISSP
# refer2:
# schoen:
# notes1:   metal, fcc
# POT  SCF  30  5.8000   0, core-hole, AFOLP (folp(0)= 1.150)
#   omega (eV)      epsilon_1       epsilon_2       n               kappa           mu (cm^(-1))    R               epsinv   
###############################################################################################
#
# omega	-Im[eps**{-1}]
0.136977E+04 0.719066E-03
0.137099E+04 0.717017E-03
0.137222E+04 0.714969E-03
0.137344E+04 0.712939E-03
0.137467E+04 0.710933E-03
0.137590E+04 0.708923E-03
0.137714E+04 0.706913E-03
0.137837E+04 0.704922E-03
0.137961E+04 0.702917E-03
0.138085E+04 0.700912E-03
0.138210E+04 0.698903E-03
0.138335E+04 0.696881E-03
0.138460E+04 0.694860E-03
0.138585E+04 0.692826E-03
0.138711E+04 0.690781E-03
0.138837E+04 0.688737E-03
0.138963E+04 0.686687E-03
0.139089E+04 0.684624E-03
0.139216E+04 0.682564E-03
0.139343E+04 0.680507E-03
0.139470E+04 0.678460E-03
0.139597E+04 0.676421E-03
0.139725E+04 0.674384E-03
0.139853E+04 0.672348E-03
0.139981E+04 0.670309E-03
0.140110E+04 0.668272E-03
0.140239E+04 0.666231E-03
0.140368E+04 0.664191E-03
0.140497E+04 0.662148E-03
0.140627E+04 0.660088E-03
0.140757E+04 0.658033E-03
0.140887E+04 0.655978E-03
0.141018E+04 0.653881E-03
0.141148E+04 0.651795E-03
0.141280E+04 0.649694E-03
0.141411E+04 0.647573E-03
0.141542E+04 0.645464E-03
0.141674E+04 0.643329E-03
0.141806E+04 0.641188E-03
0.141939E+04 0.639046E-03
0.142071E+04 0.636891E-03
0.142204E+04 0.634738E-03
0.142338E+04 0.632623E-03
0.142471E+04 0.630526E-03
0.142605E+04 0.628433E-03
0.142739E+04 0.626358E-03
0.142873E+04 0.624290E-03
0.143008E+04 0.622233E-03
0.143142E+04 0.620202E-03
0.143278E+04 0.618176E-03
0.143413E+04 0.616175E-03
0.143549E+04 0.614189E-03
0.143685E+04 0.612208E-03
0.143821E+04 0.610258E-03
0.143957E+04 0.608312E-03
0.144094E+04 0.606372E-03
0.144231E+04 0.604454E-03
0.144368E+04 0.602538E-03
0.144506E+04 0.600624E-03
0.144644E+04 0.598718E-03
0.144782E+04 0.596815E-03
0.144920E+04 0.594908E-03
0.145059E+04 0.593003E-03
0.145198E+04 0.591099E-03
0.145337E+04 0.589193E-03
0.145476E+04 0.587285E-03
0.145616E+04 0.585373E-03
0.145756E+04 0.583465E-03
0.145896E+04 0.581555E-03
0.146037E+04 0.579642E-03
0.146178E+04 0.577730E-03
0.146319E+04 0.575828E-03
0.146460E+04 0.573914E-03
0.146602E+04 0.572002E-03
0.146744E+04 0.570107E-03
0.146886E+04 0.568201E-03
0.147028E+04 0.566294E-03
0.147171E+04 0.564404E-03
0.147314E+04 0.562506E-03
0.147457E+04 0.560609E-03
0.147601E+04 0.558721E-03
0.147745E+04 0.556831E-03
0.147889E+04 0.554943E-03
0.148033E+04 0.553057E-03
0.148178E+04 0.551183E-03
0.148323E+04 0.549331E-03
0.148468E+04 0.547497E-03
0.148613E+04 0.545703E-03
0.148759E+04 0.543918E-03
0.148905E+04 0.542136E-03
0.149051E+04 0.540351E-03
0.149198E+04 0.538582E-03
0.149345E+04 0.536814E-03
0.149492E+04 0.535044E-03
0.149639E+04 0.533289E-03
0.149787E+04 0.531535E-03
0.149935E+04 0.529781E-03
0.150083E+04 0.528037E-03
0.150231E+04 0.526303E-03
0.150380E+04 0.524571E-03
0.150529E+04 0.522842E-03
0.150678E+04 0.521108E-03
0.150828E+04 0.519377E-03
0.150978E+04 0.517639E-03
0.151128E+04 0.515898E-03
0.151278E+04 0.514159E-03
0.151429E+04 0.512407E-03
0.151579E+04 0.510654E-03
0.151731E+04 0.508899E-03
0.151882E+04 0.507138E-03
0.152034E+04 0.505375E-03
0.152186E+04 0.503610E-03
0.152338E+04 0.501845E-03
0.152491E+04 0.500080E-03
0.152643E+04 0.498317E-03
0.152796E+04 0.496557E-03
0.152950E+04 0.494802E-03
0.153103E+04 0.493053E-03
0.153257E+04 0.491308E-03
0.153411E+04 0.489575E-03
0.153566E+04 0.487849E-03
0.153720E+04 0.486127E-03
0.153875E+04 0.484421E-03
0.154031E+04 0.482718E-03
0.154186E+04 0.481024E-03
0.154342E+04 0.479340E-03
0.154498E+04 0.477659E-03
0.154654E+04 0.475999E-03
0.154811E+04 0.474376E-03
0.154968E+04 0.472756E-03
0.155125E+04 0.471140E-03
0.155282E+04 0.469526E-03
0.155440E+04 0.467914E-03
0.155598E+04 0.466303E-03
0.155756E+04 0.464694E-03
0.155915E+04 0.463081E-03
0.156074E+04 0.461470E-03
0.156233E+04 0.459861E-03
0.156392E+04 0.458250E-03
0.156552E+04 0.456642E-03
0.156712E+04 0.455035E-03
0.156872E+04 0.453429E-03
0.157032E+04 0.451825E-03
0.157193E+04 0.450225E-03
0.157354E+04 0.448626E-03
0.157515E+04 0.447031E-03
0.157676E+04 0.445443E-03
0.157838E+04 0.443871E-03
0.158000E+04 0.442305E-03
0.158163E+04 0.440743E-03
0.158325E+04 0.439183E-03
0.158488E+04 0.437630E-03
0.158651E+04 0.436080E-03
0.158815E+04 0.434532E-03
0.158978E+04 0.432991E-03
0.159142E+04 0.431451E-03
0.159306E+04 0.429916E-03
0.159471E+04 0.428384E-03
0.159636E+04 0.426856E-03
0.159801E+04 0.425340E-03
0.159966E+04 0.423825E-03
0.160132E+04 0.422315E-03
0.160298E+04 0.420806E-03
0.160464E+04 0.419301E-03
0.160630E+04 0.417798E-03
0.160797E+04 0.416298E-03
0.160964E+04 0.414839E-03
0.161131E+04 0.413383E-03
0.161298E+04 0.411928E-03
0.161466E+04 0.410475E-03
0.161634E+04 0.409024E-03
0.161803E+04 0.407575E-03
0.161971E+04 0.406124E-03
0.162140E+04 0.404676E-03
0.162309E+04 0.403230E-03
0.162478E+04 0.401781E-03
0.162648E+04 0.400335E-03
0.162818E+04 0.398888E-03
0.162988E+04 0.397441E-03
0.163159E+04 0.395997E-03
0.163330E+04 0.394549E-03
0.163501E+04 0.393104E-03
0.163672E+04 0.391661E-03
0.163843E+04 0.390217E-03
0.164015E+04 0.388776E-03
0.164187E+04 0.387337E-03
0.164360E+04 0.385900E-03
0.164532E+04 0.384466E-03
0.164705E+04 0.383039E-03
0.164879E+04 0.381615E-03
0.165052E+04 0.380194E-03
0.165226E+04 0.378779E-03
0.165400E+04 0.377367E-03
0.165574E+04 0.375961E-03
0.165749E+04 0.374559E-03
0.165924E+04 0.373161E-03
0.166099E+04 0.371770E-03
0.166274E+04 0.370382E-03
0.166450E+04 0.368999E-03
0.166626E+04 0.367621E-03
0.166802E+04 0.366246E-03
0.166978E+04 0.364875E-03
0.167155E+04 0.363546E-03
0.167332E+04 0.362221E-03
0.167509E+04 0.360899E-03
0.167687E+04 0.359579E-03
0.167865E+04 0.358262E-03
0.168043E+04 0.356953E-03
0.168221E+04 0.355653E-03
0.168400E+04 0.354353E-03
0.168579E+04 0.353056E-03
0.168758E+04 0.351761E-03
0.168937E+04 0.350467E-03
0.169117E+04 0.349176E-03
0.169297E+04 0.347887E-03
0.169477E+04 0.346600E-03
0.169658E+04 0.345315E-03
0.169839E+04 0.344034E-03
0.170020E+04 0.342759E-03
0.170201E+04 0.341489E-03
0.170383E+04 0.340222E-03
0.170565E+04 0.338958E-03
0.170747E+04 0.337697E-03
0.170929E+04 0.336439E-03
0.171112E+04 0.335184E-03
0.171295E+04 0.333932E-03
0.171479E+04 0.332683E-03
0.171662E+04 0.331437E-03
0.171846E+04 0.330194E-03
0.172030E+04 0.328953E-03
0.172214E+04 0.327715E-03
0.172399E+04 0.326479E-03
0.172584E+04 0.325246E-03
0.172769E+04 0.324015E-03
0.172955E+04 0.322787E-03
0.173140E+04 0.321561E-03
0.173326E+04 0.320369E-03
0.173512E+04 0.319185E-03
0.173699E+04 0.318002E-03
0.173886E+04 0.316822E-03
0.174073E+04 0.315644E-03
0.174260E+04 0.314470E-03
0.174448E+04 0.313297E-03
0.174636E+04 0.312127E-03
0.174824E+04 0.310959E-03
0.175012E+04 0.309794E-03
0.175201E+04 0.308630E-03
0.175390E+04 0.307468E-03
0.175579E+04 0.306310E-03
0.175769E+04 0.305152E-03
0.175959E+04 0.303998E-03
0.176149E+04 0.302846E-03
0.176339E+04 0.301695E-03
0.176530E+04 0.300548E-03
0.176721E+04 0.299402E-03
0.176912E+04 0.298259E-03
0.177103E+04 0.297118E-03
0.177295E+04 0.295980E-03
0.177487E+04 0.294845E-03
0.177679E+04 0.293711E-03
0.177872E+04 0.292581E-03
0.178065E+04 0.291453E-03
0.178258E+04 0.290328E-03
0.178451E+04 0.289205E-03
0.178645E+04 0.288085E-03
0.178838E+04 0.286968E-03
0.179033E+04 0.285856E-03
0.179227E+04 0.284752E-03
0.179422E+04 0.283662E-03
0.179617E+04 0.282595E-03
0.179812E+04 0.281531E-03
0.180008E+04 0.280469E-03
0.180203E+04 0.279410E-03
0.180399E+04 0.278353E-03
0.180596E+04 0.277299E-03
0.180792E+04 0.276248E-03
0.180989E+04 0.275199E-03
0.181186E+04 0.274157E-03
0.181384E+04 0.273116E-03
0.181581E+04 0.272078E-03
0.181779E+04 0.271042E-03
0.181978E+04 0.270008E-03
0.182176E+04 0.268977E-03
0.182375E+04 0.267948E-03
0.182574E+04 0.266922E-03
0.182773E+04 0.265897E-03
0.182973E+04 0.264875E-03
0.183173E+04 0.263856E-03
0.183373E+04 0.262839E-03
0.183573E+04 0.261824E-03
0.183774E+04 0.260811E-03
0.183975E+04 0.259802E-03
0.184176E+04 0.258794E-03
0.184378E+04 0.257789E-03
0.184580E+04 0.256788E-03
0.184782E+04 0.255789E-03
0.184984E+04 0.254793E-03
0.185187E+04 0.253799E-03
0.185389E+04 0.252807E-03
0.185593E+04 0.251826E-03
0.185796E+04 0.250867E-03
0.186000E+04 0.249910E-03
0.186204E+04 0.248955E-03
0.186408E+04 0.248003E-03
0.186612E+04 0.247053E-03
0.186817E+04 0.246105E-03
0.187022E+04 0.245159E-03
0.187227E+04 0.244215E-03
0.187433E+04 0.243273E-03
0.187639E+04 0.242334E-03
0.187845E+04 0.241396E-03
0.188051E+04 0.240461E-03
0.188258E+04 0.239528E-03
0.188465E+04 0.238597E-03
0.188672E+04 0.237668E-03
0.188880E+04 0.236741E-03
0.189088E+04 0.235817E-03
0.189296E+04 0.234895E-03
0.189504E+04 0.233975E-03
0.189712E+04 0.233057E-03
0.189921E+04 0.232142E-03
0.190130E+04 0.231228E-03
0.190340E+04 0.230317E-03
0.190550E+04 0.229409E-03
0.190759E+04 0.228502E-03
0.190970E+04 0.227601E-03
0.191180E+04 0.226703E-03
0.191391E+04 0.225807E-03
0.191602E+04 0.224914E-03
0.191813E+04 0.224034E-03
0.192025E+04 0.223170E-03
0.192237E+04 0.222308E-03
0.192449E+04 0.221448E-03
0.192661E+04 0.220591E-03
0.192874E+04 0.219736E-03
0.193087E+04 0.218885E-03
0.193300E+04 0.218035E-03
0.193514E+04 0.217188E-03
0.193727E+04 0.216343E-03
0.193941E+04 0.215500E-03
0.194156E+04 0.214659E-03
0.194370E+04 0.213819E-03
0.194585E+04 0.212982E-03
0.194800E+04 0.212147E-03
0.195016E+04 0.211315E-03
0.195231E+04 0.210484E-03
0.195447E+04 0.209655E-03
0.195663E+04 0.208830E-03
0.195880E+04 0.208006E-03
0.196097E+04 0.207185E-03
0.196314E+04 0.206366E-03
0.196531E+04 0.205548E-03
0.196748E+04 0.204733E-03
0.196966E+04 0.203920E-03
0.197184E+04 0.203109E-03
0.197403E+04 0.202300E-03
0.197621E+04 0.201493E-03
0.197840E+04 0.200688E-03
0.198059E+04 0.199902E-03
0.198279E+04 0.199125E-03
0.198499E+04 0.198350E-03
0.198719E+04 0.197578E-03
0.198939E+04 0.196807E-03
0.199160E+04 0.196038E-03
0.199380E+04 0.195271E-03
0.199601E+04 0.194506E-03
0.199823E+04 0.193743E-03
0.200044E+04 0.192982E-03
0.200266E+04 0.192223E-03
0.200489E+04 0.191466E-03
0.200711E+04 0.190710E-03
0.200934E+04 0.189957E-03
0.201157E+04 0.189206E-03
0.201380E+04 0.188456E-03
0.201604E+04 0.187709E-03
0.201827E+04 0.186963E-03
0.202052E+04 0.186219E-03
0.202276E+04 0.185478E-03
0.202501E+04 0.184738E-03
0.202725E+04 0.184000E-03
0.202951E+04 0.183264E-03
0.203176E+04 0.182530E-03
0.203402E+04 0.181798E-03
0.203628E+04 0.181069E-03
0.203854E+04 0.180342E-03
0.204081E+04 0.179618E-03
0.204307E+04 0.178916E-03
0.204534E+04 0.178217E-03
0.204762E+04 0.177520E-03
0.204989E+04 0.176824E-03
0.205217E+04 0.176130E-03
0.205446E+04 0.175438E-03
0.205674E+04 0.174749E-03
0.205903E+04 0.174062E-03
0.206132E+04 0.173376E-03
0.206361E+04 0.172692E-03
0.206591E+04 0.172010E-03
0.206820E+04 0.171329E-03
0.207050E+04 0.170651E-03
0.207281E+04 0.169974E-03
0.207511E+04 0.169300E-03
0.207742E+04 0.168627E-03
0.207973E+04 0.167956E-03
0.208205E+04 0.167287E-03
0.208437E+04 0.166619E-03
0.208669E+04 0.165953E-03
0.208901E+04 0.165289E-03
0.209133E+04 0.164627E-03
0.209366E+04 0.163966E-03
0.209599E+04 0.163308E-03
0.209833E+04 0.162650E-03
0.210066E+04 0.161995E-03
0.210300E+04 0.161344E-03
0.210534E+04 0.160711E-03
0.210769E+04 0.160079E-03
0.211003E+04 0.159449E-03
0.211238E+04 0.158821E-03
0.211474E+04 0.158195E-03
0.211709E+04 0.157570E-03
0.211945E+04 0.156947E-03
0.212181E+04 0.156325E-03
0.212417E+04 0.155705E-03
0.212654E+04 0.155087E-03
0.212891E+04 0.154471E-03
0.213128E+04 0.153856E-03
0.213365E+04 0.153243E-03
0.213603E+04 0.152631E-03
0.213841E+04 0.152021E-03
0.214079E+04 0.151413E-03
0.214318E+04 0.150806E-03
0.214557E+04 0.150201E-03
0.214796E+04 0.149598E-03
0.215035E+04 0.148996E-03
0.215275E+04 0.148396E-03
0.215515E+04 0.147798E-03
0.215755E+04 0.147201E-03
0.215995E+04 0.146606E-03
0.216236E+04 0.146012E-03
0.216477E+04 0.145422E-03
0.216718E+04 0.144848E-03
0.216960E+04 0.144276E-03
0.217201E+04 0.143707E-03
0.217443E+04 0.143138E-03
0.217686E+04 0.142571E-03
0.217928E+04 0.142006E-03
0.218171E+04 0.141442E-03
0.218414E+04 0.140880E-03
0.218658E+04 0.140319E-03
0.218901E+04 0.139760E-03
0.219145E+04 0.139203E-03
0.219390E+04 0.138647E-03
0.219634E+04 0.138092E-03
0.219879E+04 0.137539E-03
0.220124E+04 0.136988E-03
0.220369E+04 0.136439E-03
0.220615E+04 0.135891E-03
0.220861E+04 0.135344E-03
0.221107E+04 0.134799E-03
0.221353E+04 0.134255E-03
0.221600E+04 0.133713E-03
0.221847E+04 0.133172E-03
0.222094E+04 0.132633E-03
0.222342E+04 0.132095E-03
0.222589E+04 0.131559E-03
0.222837E+04 0.131036E-03
0.223086E+04 0.130518E-03
0.223334E+04 0.130001E-03
0.223583E+04 0.129485E-03
0.223832E+04 0.128971E-03
0.224082E+04 0.128459E-03
0.224331E+04 0.127947E-03
0.224581E+04 0.127438E-03
0.224831E+04 0.126929E-03
0.225082E+04 0.126422E-03
0.225333E+04 0.125916E-03
0.225584E+04 0.125412E-03
0.225835E+04 0.124909E-03
0.226087E+04 0.124408E-03
0.226339E+04 0.123908E-03
0.226591E+04 0.123409E-03
0.226843E+04 0.122912E-03
0.227096E+04 0.122416E-03
0.227349E+04 0.121921E-03
0.227602E+04 0.121428E-03
0.227855E+04 0.120936E-03
0.228109E+04 0.120445E-03
0.228363E+04 0.119956E-03
0.228617E+04 0.119468E-03
0.228872E+04 0.118985E-03
0.229127E+04 0.118514E-03
0.229382E+04 0.118044E-03
0.229637E+04 0.117575E-03
0.229893E+04 0.117108E-03
0.230149E+04 0.116643E-03
0.230405E+04 0.116178E-03
0.230662E+04 0.115715E-03
0.230918E+04 0.115253E-03
0.231175E+04 0.114792E-03
0.231433E+04 0.114333E-03
0.231690E+04 0.113875E-03
0.231948E+04 0.113419E-03
0.232206E+04 0.112963E-03
0.232465E+04 0.112509E-03
0.232723E+04 0.112056E-03
0.232982E+04 0.111605E-03
0.233241E+04 0.111154E-03
0.233501E+04 0.110706E-03
0.233761E+04 0.110258E-03
0.234021E+04 0.109811E-03
0.234281E+04 0.109366E-03
0.234541E+04 0.108922E-03
0.234802E+04 0.108480E-03
0.235063E+04 0.108041E-03
0.235325E+04 0.107613E-03
0.235586E+04 0.107186E-03
0.235848E+04 0.106761E-03
0.236110E+04 0.106336E-03
0.236373E+04 0.105913E-03
0.236636E+04 0.105491E-03
0.236899E+04 0.105070E-03
0.237162E+04 0.104651E-03
0.237426E+04 0.104232E-03
0.237689E+04 0.103815E-03
0.237953E+04 0.103399E-03
0.238218E+04 0.102984E-03
0.238482E+04 0.102570E-03
0.238747E+04 0.102157E-03
0.239013E+04 0.101746E-03
0.239278E+04 0.101335E-03
0.239544E+04 0.100926E-03
0.239810E+04 0.100518E-03
0.240076E+04 0.100111E-03
0.240343E+04 0.997056E-04
0.240609E+04 0.993010E-04
0.240876E+04 0.988976E-04
0.241144E+04 0.984952E-04
0.241411E+04 0.981031E-04
0.241679E+04 0.977141E-04
0.241948E+04 0.973262E-04
0.242216E+04 0.969394E-04
0.242485E+04 0.965537E-04
0.242754E+04 0.961690E-04
0.243023E+04 0.957855E-04
0.243293E+04 0.954030E-04
0.243562E+04 0.950216E-04
0.243832E+04 0.946413E-04
0.244103E+04 0.942620E-04
0.244373E+04 0.938838E-04
0.244644E+04 0.935067E-04
0.244915E+04 0.931307E-04
0.245187E+04 0.927557E-04
0.245459E+04 0.923818E-04
0.245731E+04 0.920089E-04
0.246003E+04 0.916371E-04
0.246275E+04 0.912664E-04
0.246548E+04 0.908966E-04
0.246821E+04 0.905280E-04
0.247095E+04 0.901603E-04
0.247368E+04 0.897938E-04
0.247642E+04 0.894377E-04
0.247916E+04 0.890830E-04
0.248191E+04 0.887293E-04
0.248465E+04 0.883766E-04
0.248740E+04 0.880248E-04
0.249016E+04 0.876741E-04
0.249291E+04 0.873243E-04
0.249567E+04 0.869756E-04
0.249843E+04 0.866278E-04
0.250119E+04 0.862810E-04
0.250396E+04 0.859352E-04
0.250673E+04 0.855903E-04
0.250950E+04 0.852464E-04
0.251227E+04 0.849036E-04
0.251505E+04 0.845616E-04
0.251783E+04 0.842207E-04
0.252061E+04 0.838807E-04
0.252340E+04 0.835417E-04
0.252619E+04 0.832036E-04
0.252898E+04 0.828665E-04
0.253177E+04 0.825303E-04
0.253457E+04 0.821951E-04
0.253737E+04 0.818665E-04
0.254017E+04 0.815421E-04
0.254297E+04 0.812187E-04
0.254578E+04 0.808962E-04
0.254859E+04 0.805746E-04
0.255140E+04 0.802538E-04
0.255422E+04 0.799341E-04
0.255703E+04 0.796152E-04
0.255985E+04 0.792972E-04
0.256268E+04 0.789801E-04
0.256550E+04 0.786639E-04
0.256833E+04 0.783486E-04
0.257116E+04 0.780342E-04
0.257400E+04 0.777207E-04
0.257684E+04 0.774081E-04
0.257967E+04 0.770964E-04
0.258252E+04 0.767856E-04
0.258536E+04 0.764757E-04
0.258821E+04 0.761666E-04
0.259106E+04 0.758584E-04
0.259391E+04 0.755511E-04
0.259677E+04 0.752447E-04
0.259963E+04 0.749452E-04
0.260249E+04 0.746485E-04
0.260535E+04 0.743526E-04
0.260822E+04 0.740576E-04
0.261109E+04 0.737634E-04
0.261396E+04 0.734700E-04
0.261684E+04 0.731775E-04
0.261972E+04 0.728858E-04
0.262260E+04 0.725949E-04
0.262548E+04 0.723049E-04
0.262836E+04 0.720157E-04
0.263125E+04 0.717273E-04
0.263414E+04 0.714397E-04
0.263704E+04 0.711530E-04
0.263994E+04 0.708671E-04
0.264283E+04 0.705820E-04
0.264574E+04 0.702977E-04
0.264864E+04 0.700142E-04
0.265155E+04 0.697315E-04
0.265446E+04 0.694496E-04
0.265737E+04 0.691686E-04
0.266029E+04 0.688907E-04
0.266321E+04 0.686185E-04
0.266613E+04 0.683470E-04
0.266905E+04 0.680762E-04
0.267198E+04 0.678063E-04
0.267491E+04 0.675371E-04
0.267784E+04 0.672687E-04
0.268078E+04 0.670010E-04
0.268371E+04 0.667341E-04
0.268665E+04 0.664680E-04
0.268960E+04 0.662026E-04
0.269254E+04 0.659380E-04
0.269549E+04 0.656742E-04
0.269844E+04 0.654111E-04
0.270140E+04 0.651487E-04
0.270435E+04 0.648871E-04
0.270731E+04 0.646263E-04
0.271027E+04 0.643661E-04
0.271324E+04 0.641068E-04
0.271621E+04 0.638482E-04
0.271918E+04 0.635903E-04
0.272215E+04 0.633354E-04
0.272512E+04 0.630856E-04
0.272810E+04 0.628365E-04
0.273108E+04 0.625882E-04
0.273407E+04 0.623405E-04
0.273705E+04 0.620936E-04
0.274004E+04 0.618474E-04
0.274304E+04 0.616019E-04
0.274603E+04 0.613570E-04
0.274903E+04 0.611129E-04
0.275203E+04 0.608695E-04
0.275503E+04 0.606267E-04
0.275804E+04 0.603847E-04
0.276105E+04 0.601434E-04
0.276406E+04 0.599027E-04
0.276707E+04 0.596627E-04
0.277009E+04 0.594234E-04
0.277311E+04 0.591849E-04
0.277613E+04 0.589469E-04
0.277915E+04 0.587097E-04
0.278218E+04 0.584732E-04
0.278521E+04 0.582416E-04
0.278824E+04 0.580123E-04
0.279128E+04 0.577837E-04
0.279432E+04 0.575557E-04
0.279736E+04 0.573283E-04
0.280040E+04 0.571016E-04
0.280345E+04 0.568756E-04
0.280650E+04 0.566502E-04
0.280955E+04 0.564254E-04
0.281260E+04 0.562013E-04
0.281566E+04 0.559778E-04
0.281872E+04 0.557550E-04
0.282178E+04 0.555328E-04
0.282485E+04 0.553112E-04
0.282792E+04 0.550903E-04
0.283099E+04 0.548700E-04
0.283406E+04 0.546504E-04
0.283714E+04 0.544313E-04
0.284022E+04 0.542129E-04
0.284330E+04 0.539951E-04
0.284638E+04 0.537807E-04
0.284947E+04 0.535694E-04
0.285256E+04 0.533588E-04
0.285565E+04 0.531488E-04
0.285875E+04 0.529393E-04
0.286185E+04 0.527305E-04
0.286495E+04 0.525223E-04
0.286805E+04 0.523147E-04
0.287116E+04 0.521076E-04
0.287427E+04 0.519012E-04
0.287738E+04 0.516953E-04
0.288049E+04 0.514901E-04
0.288361E+04 0.512854E-04
0.288673E+04 0.510813E-04
0.288985E+04 0.508778E-04
0.289298E+04 0.506749E-04
0.289611E+04 0.504726E-04
0.289924E+04 0.502708E-04
0.290237E+04 0.500696E-04
0.290551E+04 0.498690E-04
0.290865E+04 0.496720E-04
0.291179E+04 0.494774E-04
0.291493E+04 0.492833E-04
0.291808E+04 0.490898E-04
0.292123E+04 0.488968E-04
0.292438E+04 0.487044E-04
0.292754E+04 0.485125E-04
0.293069E+04 0.483212E-04
0.293386E+04 0.481304E-04
0.293702E+04 0.479402E-04
0.294018E+04 0.477505E-04
0.294335E+04 0.475613E-04
0.294652E+04 0.473728E-04
0.294970E+04 0.471847E-04
0.295288E+04 0.469972E-04
0.295606E+04 0.468102E-04
0.295924E+04 0.466237E-04
0.296242E+04 0.464378E-04
0.296561E+04 0.462525E-04
0.296880E+04 0.460680E-04
0.297200E+04 0.458881E-04
0.297519E+04 0.457086E-04
0.297839E+04 0.455297E-04
0.298159E+04 0.453513E-04
0.298480E+04 0.451734E-04
0.298800E+04 0.449960E-04
0.299121E+04 0.448191E-04
0.299443E+04 0.446428E-04
0.299764E+04 0.444669E-04
0.300086E+04 0.442915E-04
0.300408E+04 0.441167E-04
0.300730E+04 0.439423E-04
0.301053E+04 0.437684E-04
0.301376E+04 0.435951E-04
0.301699E+04 0.434222E-04
0.302022E+04 0.432498E-04
0.302346E+04 0.430779E-04
0.302670E+04 0.429066E-04
0.302994E+04 0.427357E-04
0.303319E+04 0.425688E-04
0.303644E+04 0.424028E-04
0.303969E+04 0.422374E-04
0.304294E+04 0.420724E-04
0.304619E+04 0.419079E-04
0.304945E+04 0.417439E-04
0.305271E+04 0.415804E-04
0.305598E+04 0.414173E-04
0.305925E+04 0.412547E-04
0.306252E+04 0.410925E-04
0.306579E+04 0.409308E-04
0.306906E+04 0.407696E-04
0.307234E+04 0.406088E-04
0.307562E+04 0.404485E-04
0.307890E+04 0.402886E-04
0.308219E+04 0.401293E-04
0.308548E+04 0.399703E-04
0.308877E+04 0.398118E-04
0.309206E+04 0.396538E-04
0.309536E+04 0.394996E-04
0.309866E+04 0.393461E-04
0.310196E+04 0.391930E-04
0.310527E+04 0.390403E-04
0.310858E+04 0.388881E-04
0.311189E+04 0.387363E-04
0.311520E+04 0.385849E-04
0.311851E+04 0.384340E-04
0.312183E+04 0.382835E-04
0.312515E+04 0.381334E-04
0.312848E+04 0.379838E-04
0.313181E+04 0.378346E-04
0.313513E+04 0.376858E-04
0.313847E+04 0.375374E-04
0.314180E+04 0.373895E-04
0.314514E+04 0.372420E-04
0.314848E+04 0.370949E-04
0.315182E+04 0.369482E-04
0.315517E+04 0.368031E-04
0.315852E+04 0.366607E-04
0.316187E+04 0.365187E-04
0.316522E+04 0.363771E-04
0.316858E+04 0.362360E-04
0.317194E+04 0.360952E-04
0.317530E+04 0.359548E-04
0.317866E+04 0.358149E-04
0.318203E+04 0.356753E-04
0.318540E+04 0.355361E-04
0.318878E+04 0.353973E-04
0.319215E+04 0.352590E-04
0.319553E+04 0.351210E-04
0.319891E+04 0.349834E-04
0.320229E+04 0.348462E-04
0.320568E+04 0.347094E-04
0.320907E+04 0.345729E-04
0.321246E+04 0.344369E-04
0.321586E+04 0.343013E-04
0.321925E+04 0.341689E-04
0.322266E+04 0.340369E-04
0.322606E+04 0.339053E-04
0.322946E+04 0.337740E-04
0.323287E+04 0.336432E-04
0.323628E+04 0.335127E-04
0.323970E+04 0.333825E-04
0.324311E+04 0.332528E-04
0.324653E+04 0.331234E-04
0.324995E+04 0.329944E-04
0.325338E+04 0.328657E-04
0.325681E+04 0.327375E-04
0.326024E+04 0.326095E-04
0.326367E+04 0.324820E-04
0.326710E+04 0.323548E-04
0.327054E+04 0.322280E-04
0.327398E+04 0.321015E-04
0.327743E+04 0.319754E-04
0.328087E+04 0.318523E-04
0.328432E+04 0.317297E-04
0.328778E+04 0.316075E-04
0.329123E+04 0.314857E-04
0.329469E+04 0.313642E-04
0.329815E+04 0.312431E-04
0.330161E+04 0.311223E-04
0.330508E+04 0.310018E-04
0.330854E+04 0.308817E-04
0.331202E+04 0.307619E-04
0.331549E+04 0.306425E-04
0.331897E+04 0.305234E-04
0.332244E+04 0.304046E-04
0.332593E+04 0.302862E-04
0.332941E+04 0.301681E-04
0.333290E+04 0.300504E-04
0.333639E+04 0.299330E-04
0.333988E+04 0.298161E-04
0.334338E+04 0.297019E-04
0.334687E+04 0.295880E-04
0.335038E+04 0.294744E-04
0.335388E+04 0.293612E-04
0.335739E+04 0.292482E-04
0.336089E+04 0.291356E-04
0.336441E+04 0.290233E-04
0.336792E+04 0.289114E-04
0.337144E+04 0.287997E-04
0.337496E+04 0.286884E-04
0.337848E+04 0.285773E-04
0.338201E+04 0.284666E-04
0.338553E+04 0.283562E-04
0.338906E+04 0.282462E-04
0.339260E+04 0.281364E-04
0.339613E+04 0.280269E-04
0.339967E+04 0.279178E-04
0.340322E+04 0.278101E-04
0.340676E+04 0.277039E-04
0.341031E+04 0.275980E-04
